44,15,17
55,19,21
59,18,17.5
62,17,15
63,16,17
64,17,18
65,16,17
69,14,16
70,19,20
71,17,20
74,20.5,18
76,17,16
77,20.5,16.5
78,14,11
79,19,17
81,18,17
83,17,15
84,21,14
85,16,19
87,16,14
90,16,18
92,16,20
93,15,17
94,15,14
95,18,15
96,21,20.5
98,15,20
101,19,21
102,18,14
103,17,19
104,17,18
106,17,16
110,15,20
120,14,20
121,13,NaN	
124,18,21
125,16,19
126,23,11.5
129,16,18
136,17,18.5
155,20,16
166,18,13
171,14,19
173,18,15
174,16,22
175,13,17
176,15,16
177,19,14
