0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1.4259e-06,0,0,0
0,0.01885,0,0,0
0,0.039228,0,0,0
0,0.022307,0,0,0
0,0.0060315,0,0,0
0,-0.0013499,0,0,0
0,-0.0034646,0,0,0
0,-0.0030025,1.4259e-06,-1.4259e-06,0
0,-0.0018069,0.01885,-0.01885,0
0,-0.00085356,0.039228,-0.039228,0
0,-0.00033511,0.022307,-0.022307,0
0,-0.00011341,0.0060315,-0.0060315,0
0,0.00056474,-0.0013499,0.0013499,0
0,0.011942,-0.0034646,0.0034646,0
0,0.012589,-0.0030025,0.0030025,0
0,0.0053413,-0.0018064,0.0018064,0
0,0.00080786,0.006031,-0.006031,0
0,-0.0009682,0.013992,-0.013992,0
0,-0.0012673,0.0080341,-0.0080341,0
0,-0.00092625,0.002169,-0.002169,0
0,-0.00050138,-0.00049305,0.00049305,0
0,-0.00021878,-0.0012654,0.0012654,0
0,-8.0645e-05,-0.0010966,0.0010966,0
0,-2.5917e-05,-0.00065995,0.00065995,0
-2.369e-05,-2.6911e-06,-0.00031175,0.00031175,0
-0.015121,0.0030256,-0.0001224,0.0001224,0
-0.025697,0.0051419,-4.1421e-05,4.1421e-05,0
-0.013513,0.002704,-1.2402e-05,1.2402e-05,0
-0.0032982,0.00065996,0,0,0
0.0011627,-0.00023265,0,0,0
0.0023323,-0.00046669,1.9021e-07,-1.9021e-07,0
0.0019282,-0.00038582,0.0025145,-0.0025145,0
0.0011285,-0.0002258,0.0052329,-0.0052329,0
0.00052221,-0.00010449,0.0029758,-0.0029758,0
0.00020171,-4.0362e-05,0.00080458,-0.00080458,0
-0.00070611,0.0024284,-0.00018008,0.00018008,0
-0.0085415,0.027025,-0.00046217,0.00046217,0
-0.0079467,0.025088,-0.00039943,0.00039943,0
-0.0031491,0.0099421,0.014249,-0.014249,0
-0.00035461,0.0011195,0.030041,-0.030041,0
0.000699,-0.0022068,0.017104,-0.017104,0
0.00083358,-0.0026317,0.0046214,-0.0046214,0
0.00058751,-0.0018548,-0.0010423,0.0010423,0
0.00031036,-0.00097982,-0.0026633,0.0026633,0
0.00013293,-0.00041966,-0.0023081,0.0023081,0
-0.00023423,0.00095126,-0.001389,0.001389,0
-0.0031116,0.012168,-0.00065615,0.00065615,0
-0.0028981,0.011325,-0.00025761,0.00025761,0
-0.0011502,0.0044934,-8.7255e-05,8.6304e-05,0
-0.00012952,0.00050599,-0.001017,-0.011549,0
0.0002553,-0.00099739,-0.0020621,-0.02409,0
0.00013077,0.00034465,-0.0011727,-0.013699,0
-0.00098979,0.0097995,-0.00031706,-0.0037039,0
-0.00088275,0.0083554,7.1659e-05,0.00082796,0
-0.00031999,0.0030655,0.0093707,-0.011651,0
-7.4189e-06,0.00015237,0.01928,-0.02683,0
0.00010478,-0.00089795,0.010969,-0.015196,0
0.00011079,-0.00097079,0.002985,-0.0038846,0
-0.0028409,-9.6466e-05,-0.00064044,0.0011925,0
-0.020177,0.0035465,-0.0016829,0.0026021,0
-0.016703,0.0030709,-0.0014618,0.0022155,0
-0.0061802,0.0011379,-0.0008808,0.0013208,0
-0.00041864,6.4816e-05,-0.00041583,0.00062354,0
0.0016654,-0.00032447,0.0031926,-0.0047874,0
0.001833,-0.0003523,0.0069288,-0.01039,0
0.0012481,-0.00023987,0.0039551,-0.0059307,0
0.0006439,-0.00012375,0.0010738,-0.0016102,0
-0.00079395,0.0025053,-0.00024035,0.0003604,0
-0.0072865,0.017715,-0.00061684,0.00092495,0
-0.0060762,0.014661,-0.00053457,0.00080158,0
-0.0022508,0.0054249,-0.0003217,0.00048239,0
-0.00015356,0.00036884,-0.00015125,0.00022774,-6.2737e-07
0.00060807,-0.0014605,0.0094599,-0.0017485,-0.0082938
0.00066949,-0.001608,0.019791,-0.0037947,-0.01726
0.00045584,-0.0010949,0.01126,-0.0021661,-0.0098153
0.00023517,-0.00056485,0.0030461,-0.00058812,-0.0026538
9.8909e-05,-0.00023757,-0.00068176,0.00013163,0.00059398
-0.0014663,0.00046988,-0.0017497,0.00033782,0.0015244
-0.016611,0.0061154,-0.0015163,0.00029277,0.0013211
-0.015425,0.0056935,-0.00091253,0.00017619,0.00079504
-0.0061139,0.0022592,-0.00043107,8.3229e-05,0.00037557
-0.00068847,0.0002544,-0.00016924,3.2676e-05,0.00014745
0.0013571,-0.00050147,-5.7274e-05,1.1058e-05,4.99e-05
0.0016184,-0.00059802,-1.6885e-05,3.2601e-06,1.4711e-05
0.0011406,-0.00042148,0.0034769,-0.0006713,-0.0030292
0.00060254,-0.00022265,0.0072357,-0.001397,-0.006304
-0.00066515,0.00024579,0.0041147,-0.00079445,-0.0035849
-0.0063083,0.002331,0.0011125,-0.0002148,-0.00096928
-0.0052652,0.0019456,-0.00024891,4.8058e-05,0.00021686
-0.0019506,0.00072077,0.00063083,-0.0001218,-0.0005496
-0.00013315,4.9202e-05,0.0020889,-0.00040332,-0.00182
0.00052724,-0.00019483,0.0011696,-0.00022581,-0.001019
0.0005805,-0.00021451,0.00024889,-4.8055e-05,-0.00021685
0.00039525,-0.00014605,-0.00015276,2.9494e-05,0.00013309
-0.00013328,0.0053964,-0.00025433,4.9104e-05,0.00022158
-0.0022525,0.037911,-0.00020854,4.0264e-05,0.00018169
-0.0019032,0.03137,-0.00012312,2.4922e-05,0.00010603
-0.00070588,0.011607,-0.018443,0.018771,-0.00035399
-4.5928e-05,0.00078816,-0.038285,0.039046,-0.00082128
0.00019257,-0.0031248,-0.021766,0.022203,-0.00047156
0.00021202,-0.0034405,-0.0058854,0.0060033,-0.00012731
