301,0.58215,0.55176,-44.392,-33.92,-1.1026,-0.73301,2.4901,0.46168,-0.35061
302,0.22967,0.17364,-7.6902,2.7815,0.32906,-0.54012,1.9032,0.078633,-0.52031
304,0.48367,0.43973,-26.412,-16.656,0.60199,0.77245,1.9182,0.64557,-0.72238
305,0.22475,0.16837,-7.3084,3.1633,2.0688,1.4726,1.0544,0.30077,-0.61126
306,0.72282,0.70267,-69.02,-58.549,2.4422,0.33366,1.6347,0.85581,0.64595
307,0.13053,0.067299,-0.42657,10.045,0.79857,1.805,0.37562,0.092429,-0.83945
308,0.43928,0.3985,-26.746,-16.274,2.0978,1.8847,1.6074,0.54288,-0.65629
309,0.36301,0.31668,-19.094,-8.6224,1.94,0.89668,3.0831,0.19918,-0.82574
310,0.4904,0.45334,-32.482,-22.01,1.6032,0.78099,2.0179,0.442,0.27174
311,0.14443,0.082203,-1.3931,9.0786,1.1382,1.3164,0.88182,0.01,-0.69231
312,0.65826,0.63341,-56.456,-45.985,1.8605,0.6549,2.9075,0.31295,-0.15784
313,0.3932,0.34906,-22.007,-11.535,2.2018,1.6354,1.3669,0.01,-0.18637
314,0.48941,0.45227,-32.365,-21.893,2.9803,1.8155,1.8406,0.16213,0.31178
315,0.3778,0.33255,-20.504,-10.032,2.6718,1.356,2.3626,0.30254,-0.8961
316,0.092528,0.02653,2.1403,12.612,-0.18884,1.2528,-0.18267,0.59924,-1
317,0.72617,0.70626,-69.75,-59.278,1.6289,2.1015,1.2082,0.88505,-0.58308
318,0.62832,0.60129,-51.418,-40.946,1.2493,0.76519,1.3185,0.85837,-0.44974
319,0.24028,0.18503,-8.5225,1.9493,2.0177,0.9283,1.401,0.47685,-0.46161
320,0.14922,0.08735,-1.7305,8.7412,2.7608,0.021845,0.22574,0.01,0.14333
321,0.52693,0.49253,-36.945,-26.473,1.4073,1.4639,3.0848,0.30878,-0.64723
322,0.52276,0.48805,-36.418,-25.946,1.792,2.2475,3.9147,0.14845,-1
323,0.25885,0.20495,-10.007,0.46438,1.6073,0.71615,0.20756,0.97668,-0.090028
324,0.48619,0.44882,-31.988,-21.516,1.8919,1.0167,2.4883,0.42303,-0.33617
325,0.38739,0.34284,-21.436,-10.964,2.596,1.251,0.9329,0.42462,0.016436
326,0.35865,0.31201,-18.685,-8.2133,-0.21402,0.99689,2.6602,0.086778,-0.11497
327,0.27237,0.21946,-11.112,-0.64042,1.5454,0.4641,0.18448,0.98958,-0.067735
328,0.2311,0.17518,-7.8018,2.6699,1.3078,-0.45609,0.84312,0.60641,0.66913
329,0.35697,0.31021,-18.528,-8.0565,1.0168,-2.1001,1.7015,0.35968,0.88547
330,0.29978,0.24886,-13.416,-2.9443,-0.10911,-0.25522,1.86,0.42285,0.14157
331,0.38555,0.34087,-21.256,-10.784,-0.064681,0.46888,1.8979,0.50251,-0.7649
332,0.6636,0.63913,-57.401,-46.929,1.534,0.30826,1.8027,0.79737,0.63582
333,0.41119,0.36836,-23.813,-13.341,1.7132,1.1801,1.6531,0.62925,-0.16046
334,0.42632,0.3846,-25.375,-14.903,2.2023,2.3827,2.0305,0.37296,-0.87074
335,0.20014,0.14197,-5.4334,5.0383,1.0918,1.0683,1.4555,0.01,-0.3799
336,0.20803,0.15044,-6.0282,4.4435,0.077169,0.28072,1.4253,0.63957,0.081066
337,0.31597,0.26622,-14.819,-4.3476,0.87536,0.93823,1.7234,0.4811,0.15236
338,0.40926,0.3663,-23.617,-13.145,0.75494,0.77281,2.9697,0.5774,-0.58771
339,0.48669,0.44936,-32.047,-21.575,2.7922,1.1925,1.9944,0.27865,-0.34271
340,0.43097,0.38959,-25.864,-15.392,-1.116,-0.16171,0.19876,0.97043,-0.32705
341,0.57347,0.54245,-43.158,-32.687,1.1943,1.8328,3.2937,0.34736,-0.47815
342,0.21639,0.1594,-6.6646,3.8071,1.4005,-0.20064,0.13894,0.98353,0.55782
343,0.38781,0.34329,-21.477,-11.005,3.0428,1.0866,1.7299,0.36299,0.0059349
344,0.68081,0.6576,-60.552,-50.081,1.2839,2.0443,3.8394,0.27112,-1
345,0.086075,0.019608,2.5655,13.037,0.66407,0.63557,-0.1314,0.033499,0.99997
346,0.26503,0.21158,-10.509,-0.037756,1.6644,0.1895,1.1791,0.65358,0.076918
347,0.57443,0.54348,-43.293,-32.821,2.8379,1.0798,2.2622,0.30328,-0.19751
348,0.68321,0.66017,-61.004,-50.533,2.0334,0.58982,2.6118,0.49827,0.17198
349,0.23245,0.17663,-7.9076,2.5642,0.25777,2.5012,2.0253,0.37102,-1
