trialType,riskyHigh,riskyLow,EVrisky,varRisky,Vsafe,EVriskyMinusVsafe,chooseRisky,choseSafe,SVrisky,SVdiff,subject,condition,EVdiffMC,condMC,EVcond_int_MC
2,40,-14,13,54,0,13,0,1,-5.00179793949735,-5.00179793949735,25,0,12.212781098776,-0.500426985482494,-6.15560442450792
2,25,-50,-12.5,75,0,-12.5,0,1,-214.906201117257,-214.906201117257,25,0,-13.287218901224,-0.500426985482494,6.60528370529567
1,22,0,11,22,10,1,1,0,9.97945260345383,-0.0205473965461689,25,0,0.212781098775975,-0.500426985482494,-0.150480598717998
1,36,0,18,36,20,-2,1,0,15.3749865344532,-4.62501346554681,25,0,-2.78721890122402,-0.500426985482494,1.35080035772948
3,0,-36,-18,36,-10,-8,0,1,-74.8664311525774,-64.8664311525774,25,0,-8.78721890122402,-0.500426985482494,4.35336227062444
1,70,0,35,70,25,10,0,1,25.9671221662835,0.967122166283488,25,0,9.21278109877598,-0.500426985482494,-4.65432346806044
1,60,0,30,60,30,0,0,1,23.1806526458895,-6.81934735411054,25,0,-0.787218901224025,-0.500426985482494,0.349946386764496
3,0,-25,-12.5,25,-10,-2.5,1,0,-32.123876470745,-22.123876470745,25,0,-3.28721890122402,-0.500426985482494,1.60101385047073
3,0,-75,-37.5,75,-15,-22.5,0,1,-1094.50782880354,-1079.50782880354,25,0,-23.287218901224,-0.500426985482494,11.6095535601206
3,0,-36,-18,36,-20,2,0,1,-74.8664311525774,-54.8664311525774,25,0,1.21278109877598,-0.500426985482494,-0.650907584200492
3,0,-125,-62.5,125,-25,-37.5,0,1,-30627.717877697,-30602.717877697,25,0,-38.287218901224,-0.500426985482494,19.115958342358
2,25,-9,8,34,0,8,0,1,-0.280722118956358,-0.280722118956358,25,0,7.21278109877597,-0.500426985482494,-3.65346949709545
1,105,0,52.5,105,25,27.5,1,0,33.9622460610137,8.96224606101372,25,0,26.712781098776,-0.500426985482494,-13.4117957140041
1,62,0,31,62,25,6,1,0,38.5587237689576,13.5587237689576,25,1,5.21278109877597,0.499573014517506,2.56016557264551
2,55,-42,6.5,97,0,6.5,1,0,-18.5805666373091,-18.5805666373091,25,1,5.71278109877597,0.499573014517506,2.80995207990426
1,44,0,22,44,20,2,0,1,25.6455406154115,5.64554061541146,25,1,1.21278109877598,0.499573014517506,0.561873514575483
3,0,-28,-14,28,-10,-4,0,1,-35.4262348434112,-25.4262348434112,25,1,-4.78721890122403,0.499573014517506,-2.43556457252956
2,55,-19,18,74,0,18,1,0,4.15641014017892,4.15641014017892,25,1,17.212781098776,0.499573014517506,8.55504174685558
2,75,-83,-4,158,0,-4,0,1,-100.02388239037,-100.02388239037,25,1,-4.78721890122403,0.499573014517506,-2.43556457252956
1,44,0,22,44,20,2,0,1,25.6455406154115,5.64554061541146,25,1,1.21278109877598,0.499573014517506,0.561873514575483
3,0,-90,-45,90,-25,-20,0,1,-1644.84024604634,-1619.84024604634,25,1,-20.787218901224,0.499573014517506,-10.4287328048097
1,25,0,12.5,25,10,2.5,1,0,13.6253567147328,3.62535671473275,25,1,1.71278109877598,0.499573014517506,0.811660021834236
2,25,-19,3,44,0,3,0,1,-2.17887465415288,-2.17887465415288,25,1,2.21278109877598,0.499573014517506,1.06144652909299
1,74,0,37,74,30,7,1,0,48.0886492081396,18.0886492081396,25,1,6.21278109877597,0.499573014517506,3.05973858716301
1,50,0,25,50,10,15,1,0,29.775558129676,19.775558129676,25,1,14.212781098776,0.499573014517506,7.05632270330307
2,15,-3,6,18,0,6,1,0,4.83748975913819,4.83748975913819,25,1,5.21278109877597,0.499573014517506,2.56016557264551
3,0,-36,-18,36,-10,-8,0,1,-61.6693522865393,-51.6693522865393,25,1,-8.78721890122402,0.499573014517506,-4.43385663059958
2,25,-28,-1.5,53,0,-1.5,0,1,-9.73765890170512,-9.73765890170512,25,1,-2.28721890122402,0.499573014517506,-1.18663203623579
3,0,-50,-25,50,-20,-5,0,1,-150.719880768368,-130.719880768368,25,1,-5.78721890122403,0.499573014517506,-2.93513758704706
3,0,-63,-31.5,63,-15,-16.5,0,1,-332.179914466298,-317.179914466298,25,1,-17.287218901224,0.499573014517506,-8.68022725399839
2,15,-5,5,20,0,5,0,1,3.74541354793642,3.74541354793642,25,1,4.21278109877597,0.499573014517506,2.060592558128
1,42,0,21,42,25,-4,0,1,24.3058915252493,-0.694108474750703,25,1,-4.78721890122403,0.499573014517506,-2.43556457252956
1,54,0,27,54,15,12,1,0,32.6240167330062,17.6240167330062,25,1,11.212781098776,0.499573014517506,5.55760365975055
1,60,0,30,60,30,0,1,0,37.0446442036847,7.04464420368469,25,1,-0.787218901224025,0.499573014517506,-0.43727251445953
3,0,-27,-13.5,27,-15,1.5,0,1,-32.9275977786338,-17.9275977786338,25,1,0.712781098775975,0.499573014517506,0.31208700731673
2,55,-19,18,74,0,18,1,0,4.15641014017892,4.15641014017892,25,1,17.212781098776,0.499573014517506,8.55504174685558
1,46,0,23,46,25,-2,0,1,27.0035333875005,2.00353338750053,25,1,-2.78721890122402,0.499573014517506,-1.43641854349454
1,84,0,42,84,20,22,1,0,56.6463415850843,36.6463415850843,25,1,21.212781098776,0.499573014517506,10.5533338049256
1,20,0,10,20,10,0,1,0,10.7119039407987,0.711903940798663,25,1,-0.787218901224025,0.499573014517506,-0.43727251445953
2,15,-10,2.5,25,0,2.5,0,1,0.795443999561203,0.795443999561203,25,1,1.71278109877598,0.499573014517506,0.811660021834236
2,40,-80,-20,120,0,-20,0,1,-96.0731887746403,-96.0731887746403,25,1,-20.787218901224,0.499573014517506,-10.4287328048097
3,0,-90,-45,90,-25,-20,0,1,-1644.84024604634,-1619.84024604634,25,1,-20.787218901224,0.499573014517506,-10.4287328048097
2,40,-54,-7,94,0,-7,0,1,-38.5294665098128,-38.5294665098128,25,1,-7.78721890122403,0.499573014517506,-3.93428361608207
2,40,-36,2,76,0,2,0,1,-14.1497850118685,-14.1497850118685,25,1,1.21278109877598,0.499573014517506,0.561873514575483
3,0,-125,-62.5,125,-25,-37.5,0,1,-12802.7334058912,-12777.7334058912,25,1,-38.287218901224,0.499573014517506,-19.171260558866
1,36,0,18,36,20,-2,1,0,20.3945451833065,0.394545183306505,25,1,-2.78721890122402,0.499573014517506,-1.43641854349454
1,67,0,33.5,67,30,3.5,0,1,42.4352478552773,12.4352478552773,25,1,2.71278109877598,0.499573014517506,1.31123303635174
2,55,-61,-3,116,0,-3,0,1,-48.2928753406494,-48.2928753406494,25,1,-3.78721890122402,0.499573014517506,-1.93599155801205
2,75,-38,18.5,113,0,18.5,0,1,-11.3447709942571,-11.3447709942571,25,1,17.712781098776,0.499573014517506,8.80482825411434
1,30,0,15,30,15,0,1,0,16.6395701070743,1.63957010707432,25,1,-0.787218901224025,0.499573014517506,-0.43727251445953
1,54,0,27,54,15,12,1,0,32.6240167330062,17.6240167330062,25,1,11.212781098776,0.499573014517506,5.55760365975055
1,95,0,47.5,95,30,17.5,1,0,66.7569095303274,36.7569095303274,25,1,16.712781098776,0.499573014517506,8.30525523959683
2,75,-83,-4,158,0,-4,0,1,-100.02388239037,-100.02388239037,25,1,-4.78721890122403,0.499573014517506,-2.43556457252956
1,18,0,9,18,10,-1,0,1,10.8850635042619,0.885063504261945,26,0,-1.78721890122402,-0.500426985482494,0.850373372246989
3,0,-84,-42,84,-30,-12,1,0,-21.6536500130829,8.34634998691711,26,0,-12.787218901224,-0.500426985482494,6.35507021255442
1,27,0,13.5,27,15,-1.5,0,1,18.0324398049036,3.0324398049036,26,0,-2.28721890122402,-0.500426985482494,1.10058686498824
1,50,0,25,50,30,-5,1,0,43.5876941601427,13.5876941601427,26,0,-5.78721890122403,-0.500426985482494,2.85208131417696
3,0,-150,-75,150,-30,-45,0,1,-25.9109579794514,4.0890420205486,26,0,-45.787218901224,-0.500426985482494,22.8691607334767
2,25,-28,-1.5,53,0,-1.5,0,1,0.947032235038908,0.947032235038908,26,0,-2.28721890122402,-0.500426985482494,1.10058686498824
2,55,-55,0,110,0,0,1,0,10.7189255461237,10.7189255461237,26,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,20,0,10,20,10,0,1,0,12.3614093929964,2.36140939299643,26,0,-0.787218901224025,-0.500426985482494,0.349946386764496
2,25,-28,-1.5,53,0,-1.5,1,0,0.947032235038908,0.947032235038908,26,0,-2.28721890122402,-0.500426985482494,1.10058686498824
3,0,-50,-25,50,-30,5,1,0,-16.4841761183167,13.5158238816833,26,0,4.21278109877597,-0.500426985482494,-2.15218854064797
3,0,-25,-12.5,25,-10,-2.5,1,0,-10.065884677173,-0.0658846771729635,26,0,-3.28721890122402,-0.500426985482494,1.60101385047073
3,0,-46,-23,46,-25,2,1,0,-15.64104840071,9.35895159929003,26,0,1.21278109877598,-0.500426985482494,-0.650907584200492
2,55,-19,18,74,0,18,0,1,24.6485295392797,24.6485295392797,26,0,17.212781098776,-0.500426985482494,-8.65773935192039
2,55,-49,3,104,0,3,1,0,12.8037523572395,12.8037523572395,26,0,2.21278109877598,-0.500426985482494,-1.15133456968299
1,47,0,23.5,47,15,8.5,1,0,39.5330104000021,24.5330104000021,26,0,7.71278109877597,-0.500426985482494,-3.9036829898367
3,0,-150,-75,150,-30,-45,0,1,-25.9109579794514,4.0890420205486,26,0,-45.787218901224,-0.500426985482494,22.8691607334767
1,44,0,22,44,20,2,1,0,35.7201765821121,15.7201765821121,26,0,1.21278109877598,-0.500426985482494,-0.650907584200492
2,25,-9,8,34,0,8,1,0,9.29926359296367,9.29926359296367,26,0,7.21278109877597,-0.500426985482494,-3.65346949709545
3,0,-42,-21,42,-10,-11,0,1,-14.7349766932556,-4.73497669325558,26,0,-11.787218901224,-0.500426985482494,5.85464322707193
2,40,-54,-7,94,0,-7,1,0,0.597165214521958,0.597165214521958,26,0,-7.78721890122403,-0.500426985482494,3.85293528514195
3,0,-67,-33.5,67,-30,-3.5,1,0,-19.4613206302834,10.5386793697166,26,0,-4.28721890122403,-0.500426985482494,2.10144083595322
1,105,0,52.5,105,25,27.5,1,0,185.520668127408,160.520668127408,26,0,26.712781098776,-0.500426985482494,-13.4117957140041
1,50,0,25,50,30,-5,1,0,43.5876941601427,13.5876941601427,26,0,-5.78721890122403,-0.500426985482494,2.85208131417696
3,0,-63,-31.5,63,-15,-16.5,0,1,-18.8404526605453,-3.84045266054527,26,0,-17.287218901224,-0.500426985482494,8.60699164722564
2,55,-19,18,74,0,18,1,0,24.6485295392797,24.6485295392797,26,0,17.212781098776,-0.500426985482494,-8.65773935192039
1,56,0,28,56,20,8,1,0,52.484947220668,32.484947220668,26,0,7.21278109877597,-0.500426985482494,-3.65346949709545
2,75,-15,30,90,0,30,0,1,42.1988122118112,42.1988122118112,26,0,29.212781098776,-0.500426985482494,-14.6628631777103
1,63,0,31.5,63,20,11.5,1,0,64.3473127930615,44.3473127930615,26,0,10.712781098776,-0.500426985482494,-5.40496394628418
3,0,-50,-25,50,-30,5,0,1,-16.4841761183167,13.5158238816833,26,0,4.21278109877597,-0.500426985482494,-2.15218854064797
2,15,-17,-1,32,0,-1,0,1,-0.10582777731033,-0.10582777731033,26,0,-1.78721890122402,-0.500426985482494,0.850373372246989
2,15,-5,5,20,0,5,1,0,5.45114475809084,5.45114475809084,26,0,4.21278109877597,-0.500426985482494,-2.15218854064797
2,25,-25,0,50,0,0,0,1,2.19308838439754,2.19308838439754,26,0,-0.787218901224025,-0.500426985482494,0.349946386764496
3,0,-105,-52.5,105,-25,-27.5,0,1,-23.5813386434341,1.41866135656586,26,0,-28.287218901224,-0.500426985482494,14.1116884875331
2,15,-3,6,18,0,6,1,0,6.4235410660832,6.4235410660832,26,0,5.21278109877597,-0.500426985482494,-2.65261552613047
3,0,-44,-22,44,-20,-2,1,0,-15.1961663117623,4.80383368823771,26,0,-2.78721890122402,-0.500426985482494,1.35080035772948
1,74,0,37,74,30,7,1,0,86.7933920490371,56.7933920490371,26,0,6.21278109877597,-0.500426985482494,-3.15304251161296
2,40,-26,7,66,0,7,1,0,11.1950823395123,11.1950823395123,26,0,6.21278109877597,-0.500426985482494,-3.15304251161296
2,15,-3,6,18,0,6,0,1,6.4235410660832,6.4235410660832,26,0,5.21278109877597,-0.500426985482494,-2.65261552613047
3,0,-30,-15,30,-15,0,1,0,-11.5903263229447,3.40967367705527,26,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,30,0,15,30,15,0,1,0,20.7233316965446,5.72333169654457,26,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,42,0,21,42,15,6,1,0,75.511981544579,60.511981544579,26,1,5.21278109877597,0.499573014517506,2.56016557264551
2,15,-3,6,18,0,6,1,0,5.68651685064907,5.68651685064907,26,1,5.21278109877597,0.499573014517506,2.56016557264551
3,0,-25,-12.5,25,-15,2.5,1,0,-14.9337494582365,0.0662505417635408,26,1,1.71278109877598,0.499573014517506,0.811660021834236
3,0,-34,-17,34,-20,3,1,0,-21.7058173559112,-1.70581735591119,26,1,2.21278109877598,0.499573014517506,1.06144652909299
3,0,-56,-28,56,-20,-8,0,1,-42.2844114596181,-22.2844114596181,26,1,-8.78721890122402,0.499573014517506,-4.43385663059958
1,60,0,30,60,30,0,0,1,206.972519543365,176.972519543365,26,1,-0.787218901224025,0.499573014517506,-0.43727251445953
2,75,-15,30,90,0,30,1,0,22.9098299881918,22.9098299881918,26,1,29.212781098776,0.499573014517506,14.5499179210657
3,0,-50,-25,50,-10,-15,1,0,-36.0376323995244,-26.0376323995244,26,1,-15.787218901224,0.499573014517506,-7.93086773222212
3,0,-25,-12.5,25,-10,-2.5,1,0,-14.9337494582365,-4.93374945823646,26,1,-3.28721890122402,0.499573014517506,-1.6862050507533
1,47,0,23.5,47,15,8.5,0,1,100.724734408784,85.7247344087835,26,1,7.71278109877597,0.499573014517506,3.80909810893927
1,90,0,45,90,25,20,0,1,1017.19509586459,992.195095864593,26,1,19.212781098776,0.499573014517506,9.5541877758906
1,90,0,45,90,25,20,0,1,1017.19509586459,992.195095864593,26,1,19.212781098776,0.499573014517506,9.5541877758906
2,75,-48,13.5,123,0,13.5,1,0,3.26169154620653,3.26169154620653,26,1,12.712781098776,0.499573014517506,6.30696318152681
3,0,-33,-16.5,33,-15,-1.5,1,0,-20.9110632719468,-5.91106327194679,26,1,-2.28721890122402,0.499573014517506,-1.18663203623579
2,15,-8,3.5,23,0,3.5,0,1,3.10965520497742,3.10965520497742,26,1,2.71278109877598,0.499573014517506,1.31123303635174
2,40,-31,4.5,71,0,4.5,1,0,1.05305000942657,1.05305000942657,26,1,3.71278109877598,0.499573014517506,1.81080605086925
1,42,0,21,42,25,-4,1,0,75.511981544579,50.511981544579,26,1,-4.78721890122403,0.499573014517506,-2.43556457252956
1,42,0,21,42,15,6,1,0,75.511981544579,60.511981544579,26,1,5.21278109877597,0.499573014517506,2.56016557264551
3,0,-28,-14,28,-10,-4,1,0,-17.0980997080004,-7.0980997080004,26,1,-4.78721890122403,0.499573014517506,-2.43556457252956
2,75,-83,-4,158,0,-4,0,1,-21.866601261942,-21.866601261942,26,1,-4.78721890122403,0.499573014517506,-2.43556457252956
3,0,-62,-31,62,-25,-6,0,1,-49.0717980771737,-24.0717980771737,26,1,-6.78721890122403,0.499573014517506,-3.43471060156457
3,0,-75,-37.5,75,-15,-22.5,0,1,-65.8609447863506,-50.8609447863506,26,1,-23.287218901224,0.499573014517506,-11.6776653411034
2,75,-26,24.5,101,0,24.5,0,1,16.7524546948323,16.7524546948323,26,1,23.712781098776,0.499573014517506,11.8022663412194
1,32,0,16,32,10,6,1,0,41.050248846909,31.050248846909,26,1,5.21278109877597,0.499573014517506,2.56016557264551
3,0,-126,-63,126,-30,-33,0,1,-170.402209035278,-140.402209035278,26,1,-33.787218901224,0.499573014517506,-16.9231819935372
2,15,-13,1,28,0,1,1,0,0.460946494716498,0.460946494716498,26,1,0.212781098775975,0.499573014517506,0.0623005000579769
2,25,-34,-4.5,59,0,-4.5,0,1,-7.01469409518933,-7.01469409518933,26,1,-5.28721890122403,0.499573014517506,-2.68535107978831
3,0,-22,-11,22,-10,-1,0,1,-12.8573814846793,-2.85738148467928,26,1,-1.78721890122402,0.499573014517506,-0.936845528977036
1,62,0,31,62,25,6,1,0,230.651255418251,205.651255418251,26,1,5.21278109877597,0.499573014517506,2.56016557264551
1,42,0,21,42,15,6,1,0,75.511981544579,60.511981544579,26,1,5.21278109877597,0.499573014517506,2.56016557264551
2,15,-3,6,18,0,6,1,0,5.68651685064907,5.68651685064907,26,1,5.21278109877597,0.499573014517506,2.56016557264551
3,0,-75,-37.5,75,-15,-22.5,0,1,-65.8609447863506,-50.8609447863506,26,1,-23.287218901224,0.499573014517506,-11.6776653411034
1,54,0,27,54,15,12,1,0,149.03935021644,134.03935021644,26,1,11.212781098776,0.499573014517506,5.55760365975055
1,22,0,11,22,10,1,1,0,20.5355871787222,10.5355871787222,26,1,0.212781098775975,0.499573014517506,0.0623005000579769
2,75,-58,8.5,133,0,8.5,0,1,-3.43132014517033,-3.43132014517033,26,1,7.71278109877597,0.499573014517506,3.80909810893927
3,0,-27,-13.5,27,-15,1.5,0,1,-16.3666468750659,-1.36664687506589,26,1,0.712781098775975,0.499573014517506,0.31208700731673
2,15,-20,-2.5,35,0,-2.5,0,1,-3.37177348324327,-3.37177348324327,26,1,-3.28721890122402,0.499573014517506,-1.6862050507533
1,33,0,16.5,33,15,1.5,1,0,43.7489520885371,28.7489520885371,26,1,0.712781098775975,0.499573014517506,0.31208700731673
3,0,-72,-36,72,-20,-16,0,1,-61.7143524735109,-41.7143524735109,26,1,-16.787218901224,0.499573014517506,-8.43044074673963
1,74,0,37,74,30,7,1,0,438.139991578049,408.139991578049,26,1,6.21278109877597,0.499573014517506,3.05973858716301
2,25,-16,4.5,41,0,4.5,1,0,4.06326754854186,4.06326754854186,27,0,3.71278109877598,-0.500426985482494,-1.90197504790673
2,15,-30,-7.5,45,0,-7.5,0,1,-8.07052002346694,-8.07052002346694,27,0,-8.28721890122402,-0.500426985482494,4.1031487778832
1,44,0,22,44,20,2,1,0,17.0923600994646,-2.90763990053544,27,0,1.21278109877598,-0.500426985482494,-0.650907584200492
2,25,-22,1.5,47,0,1.5,1,0,0.94705515271054,0.94705515271054,27,0,0.712781098775975,-0.500426985482494,-0.400694091459245
1,34,0,17,34,20,-3,0,1,13.9592133823999,-6.04078661760008,27,0,-3.78721890122402,-0.500426985482494,1.85122734321198
2,55,-11,22,66,0,22,1,0,20.4805200582584,20.4805200582584,27,0,21.212781098776,-0.500426985482494,-10.6594472938504
3,0,-42,-21,42,-10,-11,0,1,-19.134832589474,-9.13483258947404,27,0,-11.787218901224,-0.500426985482494,5.85464322707193
3,0,-95,-47.5,95,-30,-17.5,0,1,-38.6513997782067,-8.65139977820674,27,0,-18.287218901224,-0.500426985482494,9.10741863270813
1,36,0,18,36,10,8,1,0,14.6162759714522,4.61627597145219,27,0,7.21278109877597,-0.500426985482494,-3.65346949709545
2,40,-8,16,48,0,16,1,0,15.1887420518173,15.1887420518173,27,0,15.212781098776,-0.500426985482494,-7.6568853809554
2,40,-54,-7,94,0,-7,0,1,-9.29102294327585,-9.29102294327585,27,0,-7.78721890122403,-0.500426985482494,3.85293528514195
2,55,-35,10,90,0,10,1,0,7.9144208623138,7.9144208623138,27,0,9.21278109877598,-0.500426985482494,-4.65432346806044
3,0,-100,-50,100,-20,-30,0,1,-40.2635387086919,-20.2635387086919,27,0,-30.787218901224,-0.500426985482494,15.3627559512393
3,0,-20,-10,20,-10,0,1,0,-9.56320163653021,0.436798363469794,27,0,-0.787218901224025,-0.500426985482494,0.349946386764496
2,55,-61,-3,116,0,-3,0,1,-6.39705926921174,-6.39705926921174,27,0,-3.78721890122402,-0.500426985482494,1.85122734321198
3,0,-79,-39.5,79,-25,-14.5,0,1,-33.2418950978842,-8.24189509788415,27,0,-15.287218901224,-0.500426985482494,7.60613767626065
1,150,0,75,150,30,45,1,0,34.7792129907672,4.77921299076721,27,0,44.212781098776,-0.500426985482494,-22.1692679599477
1,67,0,33.5,67,30,3.5,0,1,23.0193650789828,-6.98063492101718,27,0,2.71278109877598,-0.500426985482494,-1.40154806242423
1,84,0,42,84,20,22,1,0,26.4604938977294,6.46049389772942,27,0,21.212781098776,-0.500426985482494,-10.6594472938504
1,125,0,62.5,125,25,37.5,1,0,32.3695766604821,7.36957666048208,27,0,36.712781098776,-0.500426985482494,-18.416065568829
3,0,-150,-75,150,-30,-45,0,1,-54.5381754880501,-24.5381754880501,27,0,-45.787218901224,-0.500426985482494,22.8691607334767
2,75,-150,-37.5,225,0,-37.5,0,1,-52.6416960002652,-52.6416960002652,27,0,-38.287218901224,-0.500426985482494,19.115958342358
3,0,-50,-25,50,-30,5,1,0,-22.3870868045137,7.61291319548634,27,0,4.21278109877597,-0.500426985482494,-2.15218854064797
2,15,-12,1.5,27,0,1.5,1,0,1.31603714021758,1.31603714021758,27,0,0.712781098775975,-0.500426985482494,-0.400694091459245
2,75,-15,30,90,0,30,1,0,27.2093724053563,27.2093724053563,27,0,29.212781098776,-0.500426985482494,-14.6628631777103
1,37,0,18.5,37,15,3.5,0,1,14.9389407988617,-0.0610592011383293,27,0,2.71278109877598,-0.500426985482494,-1.40154806242423
3,0,-44,-22,44,-20,-2,0,1,-19.9589052069077,0.0410947930923342,27,0,-2.78721890122402,-0.500426985482494,1.35080035772948
3,0,-27,-13.5,27,-15,1.5,0,1,-12.7121051834592,2.28789481654082,27,0,0.712781098775975,-0.500426985482494,-0.400694091459245
3,0,-25,-12.5,25,-15,2.5,1,0,-11.8225169879427,3.1774830120573,27,0,1.71278109877598,-0.500426985482494,-0.901121076941739
2,55,-61,-3,116,0,-3,0,1,-6.39705926921174,-6.39705926921174,27,0,-3.78721890122402,-0.500426985482494,1.85122734321198
2,25,-28,-1.5,53,0,-1.5,0,1,-2.20677705933131,-2.20677705933131,27,0,-2.28721890122402,-0.500426985482494,1.10058686498824
3,0,-25,-12.5,25,-10,-2.5,0,1,-11.8225169879427,-1.8225169879427,27,0,-3.28721890122402,-0.500426985482494,1.60101385047073
2,40,-44,-2,84,0,-2,0,1,-3.77611710370831,-3.77611710370831,27,0,-2.78721890122402,-0.500426985482494,1.35080035772948
3,0,-32,-16,32,-10,-6,0,1,-14.901361326755,-4.901361326755,27,0,-6.78721890122403,-0.500426985482494,3.35250829965946
3,0,-150,-75,150,-30,-45,0,1,-54.5381754880501,-24.5381754880501,27,0,-45.787218901224,-0.500426985482494,22.8691607334767
3,0,-90,-45,90,-25,-20,0,1,-37.0025765712806,-12.0025765712806,27,0,-20.787218901224,-0.500426985482494,10.3584860964144
2,55,-74,-9.5,129,0,-9.5,0,1,-13.8367579148756,-13.8367579148756,27,0,-10.287218901224,-0.500426985482494,5.10400274884818
2,40,-14,13,54,0,13,1,0,12.1219922979848,12.1219922979848,27,0,12.212781098776,-0.500426985482494,-6.15560442450792
1,40,0,20,40,20,0,1,0,15.8840253414108,-4.1159746585892,27,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,60,0,30,60,30,0,0,1,21.3853226683345,-8.61467733166549,27,0,-0.787218901224025,-0.500426985482494,0.349946386764496
1,60,0,30,60,30,0,0,1,15.8973383607891,-14.1026616392109,27,1,-0.787218901224025,0.499573014517506,-0.43727251445953
3,0,-72,-36,72,-20,-16,0,1,-20.4670278142923,-0.467027814292273,27,1,-16.787218901224,0.499573014517506,-8.43044074673963
1,25,0,12.5,25,15,-2.5,0,1,9.39975758137445,-5.60024241862555,27,1,-3.28721890122402,0.499573014517506,-1.6862050507533
3,0,-84,-42,84,-30,-12,1,0,-22.002128994665,7.99787100533497,27,1,-12.787218901224,0.499573014517506,-6.43214868866961
3,0,-50,-25,50,-10,-15,0,1,-16.6610851520426,-6.66108515204262,27,1,-15.787218901224,0.499573014517506,-7.93086773222212
2,55,-19,18,74,0,18,1,0,19.7477528375177,19.7477528375177,27,1,17.212781098776,0.499573014517506,8.55504174685558
2,55,-55,0,110,0,0,1,0,3.02805143884993,3.02805143884993,27,1,-0.787218901224025,0.499573014517506,-0.43727251445953
3,0,-126,-63,126,-30,-33,0,1,-25.421413562729,4.57858643727101,27,1,-33.787218901224,0.499573014517506,-16.9231819935372
1,63,0,31.5,63,20,11.5,1,0,16.2402375098122,-3.75976249018784,27,1,10.712781098776,0.499573014517506,5.30781715249179
3,0,-42,-21,42,-25,4,1,0,-14.8712726007173,10.1287273992827,27,1,3.21278109877598,0.499573014517506,1.5610195436105
3,0,-50,-25,50,-25,0,1,0,-16.6610851520426,8.33891484795738,27,1,-0.787218901224025,0.499573014517506,-0.43727251445953
1,74,0,37,74,30,7,0,1,17.3059572757613,-12.6940427242387,27,1,6.21278109877597,0.499573014517506,3.05973858716301
1,55,0,27.5,55,30,-2.5,0,1,15.2680145423781,-14.7319854576219,27,1,-3.28721890122402,0.499573014517506,-1.6862050507533
2,55,-49,3,104,0,3,1,0,5.73174355319808,5.73174355319808,27,1,2.21278109877598,0.499573014517506,1.06144652909299
1,42,0,21,42,25,-4,1,0,13.2302469488647,-11.7697530511353,27,1,-4.78721890122403,0.499573014517506,-2.43556457252956
2,55,-35,10,90,0,10,1,0,12.1679725912049,12.1679725912049,27,1,9.21278109877598,0.499573014517506,4.55845763071553
2,40,-26,7,66,0,7,1,0,8.15398362946203,8.15398362946203,27,1,6.21278109877597,0.499573014517506,3.05973858716301
2,55,-28,13.5,83,0,13.5,1,0,15.4543015873169,15.4543015873169,27,1,12.712781098776,0.499573014517506,6.30696318152681
2,75,-67,4,142,0,4,1,0,9.10607683290431,9.10607683290431,27,1,3.21278109877598,0.499573014517506,1.5610195436105
3,0,-20,-10,20,-10,0,1,0,-8.4374831508939,1.5625168491061,27,1,-0.787218901224025,0.499573014517506,-0.43727251445953
2,15,-15,0,30,0,0,1,0,0.225016875506273,0.225016875506273,27,1,-0.787218901224025,0.499573014517506,-0.43727251445953
2,75,-101,-13,176,0,-13,0,1,-5.26770733237006,-5.26770733237006,27,1,-13.787218901224,0.499573014517506,-6.93172170318711
1,37,0,18.5,37,15,3.5,0,1,12.2608773725589,-2.73912262744105,27,1,2.71278109877598,0.499573014517506,1.31123303635174
2,25,-9,8,34,0,8,1,0,8.35803218358119,8.35803218358119,27,1,7.21278109877597,0.499573014517506,3.55931160168052
1,54,0,27,54,15,12,1,0,15.1328311797832,0.132831179783164,27,1,11.212781098776,0.499573014517506,5.55760365975055
3,0,-79,-39.5,79,-25,-14.5,0,1,-21.4014173655616,3.59858263443835,27,1,-15.287218901224,0.499573014517506,-7.68108122496337
1,56,0,28,56,25,3,1,0,15.3999921274766,-9.60000787252341,27,1,2.21278109877598,0.499573014517506,1.06144652909299
1,36,0,18,36,20,-2,0,1,12.0526496921684,-7.94735030783162,27,1,-2.78721890122402,0.499573014517506,-1.43641854349454
1,17,0,8.5,17,10,-1.5,0,1,6.97960669119996,-3.02039330880004,27,1,-2.28721890122402,0.499573014517506,-1.18663203623579
1,36,0,18,36,20,-2,0,1,12.0526496921684,-7.94735030783162,27,1,-2.78721890122402,0.499573014517506,-1.43641854349454
1,25,0,12.5,25,15,-2.5,0,1,9.39975758137445,-5.60024241862555,27,1,-3.28721890122402,0.499573014517506,-1.6862050507533
1,90,0,45,90,25,20,0,1,18.4307266450404,-6.56927335495964,27,1,19.212781098776,0.499573014517506,9.5541877758906
3,0,-27,-13.5,27,-15,1.5,1,0,-10.7588081680717,4.24119183192826,27,1,0.712781098775975,0.499573014517506,0.31208700731673
3,0,-42,-21,42,-10,-11,0,1,-14.8712726007173,-4.87127260071731,27,1,-11.787218901224,0.499573014517506,-5.9325756741521
3,0,-46,-23,46,-25,2,1,0,-15.7974878125898,9.20251218741018,27,1,1.21278109877598,0.499573014517506,0.561873514575483
