CR,EV,sRPE,gamma,social_pRPE,partner_pRPE
1.4560454987021,0.337653786407153,1.57903382719754,0.490619304212803,0.999999999999658,-0.999999999977775
0.631416912669306,1.03713631817015,2.79125029638886,0.373397118922605,0.178564901263239,0.999999999968234
-0.629839624272969,0.529193836200598,1.54370702005744,0.0883573009440509,0.533695560251868,0.999999998096742
1.96128648086069,0.683633938268814,1.98986567543644,0.416390699926925,0.999999999965095,-0.332482622616813
0.383088030843535,0.516413930040336,-0.256290358778847,0.944407342901271,0.153174789659323,0.514412077578017
1.20835918675907,1.05200510507886,1.20388994028772,0.920191976681549,0.426779020731566,0.432983544002201
0.387742720084798,-0.102100860500681,-0.71861459078528,0.841561011743394,-0.326906456722376,-0.71065765108607
1.80945568567134,0.59668273993663,1.21750878733469,0.0100000000019848,0.999999999998684,-0.0895702982764608
2.1196538777579,0.732020823344331,2.83197969561778,0.295732038086271,-0.793007066693116,-0.640375019059454
1.35992511539013,0.690168173406986,1.98470447604936,0.637040008130637,-0.202590384827761,-0.142869394687961
1.57729076985721,0.632796392833609,1.34382744940349,0.797379501821938,0.0221123780314738,-0.540552340911588
1.44334449927825,0.106955235489262,2.25403510999129,0.203121696192233,-0.0171364727072134,-0.878950254530812
2.98031697468098,0.152709209721467,2.85045086094927,0.19625096275384,-0.22014375423036,-0.382647978230107
0.97842302142971,0.419206082526658,2.10718370532135,0.457293578905912,0.0930199769844828,-0.439147430124631
0.592313989076149,0.512801926685538,0.720281001685801,0.848135779452232,0.86737695267238,0.58465472412132
2.1686886378493,1.66932336313757,0.871078305972043,0.309079799124794,0.59980369850834,0.597181522884918
1.16104140077686,0.887751588472508,1.55705610048772,0.737571682804651,-0.483511663083478,0.936156029321243
0.511386971291718,-0.141702453709003,0.485694740293622,0.928642871334506,-0.154412875407125,-0.999999999666302
1.08875651441937,0.766827463856113,2.40119942837327,0.493217202528208,-0.700499187752772,0.742571212387816
-0.117340981602359,0.0808195393355064,0.909627556802242,0.927951017317204,0.490314221418245,0.116737249243058
4.99999998567305,1.26131739841436,0.818069220099273,0.0521265437117351,0.0127994626871408,-0.378318807046952
1.148560166,0.363878083400218,1.63725692127484,0.833257595221217,0.680631204294616,-0.709085225435518
2.00463588448366,0.91231281270626,2.58729040547298,0.336772238554495,-0.357574197037637,0.0287245878959097
1.1130042039256,0.819889370287659,0.606132135380514,0.476950186107642,0.669992412800475,0.999999638342001
1.25097227727854,0.698265954907971,1.71788272183525,0.442187930341557,0.215206972868224,0.345654845983071
0.946202299788156,0.215609293188152,1.95176287766536,0.619408975331671,0.99999999998749,0.597816773950001
1.14391942623918,0.746123950911587,0.791023467575143,0.777877701781117,0.749570088150662,0.999999999453254
0.347459036114892,0.139369981842133,0.827181600497052,0.864713794682792,-0.348133821783461,0.0057779155428333
2.08420294136711,0.541904827128322,1.83130762751751,0.539662707979453,0.0297360718049269,-0.649532775958282
1.20860695747205,2.54000700098848,1.62486770816361,0.299154432295787,0.583483363456317,0.999999999429276
0.619312835059783,1.47014442275673,0.763087575654809,0.216573447423137,0.99999999999863,0.999999999983976
4.10862181515147,0.52279230616508,1.43451281277554,0.0893796390887714,0.999999999995896,-0.761369139363746
0.0668560896390681,0.872980982562757,1.75777524315293,0.398499862235949,0.719565260732977,-0.891047777240956
0.379491860118552,-0.00838826319983563,0.0824247846253872,0.558406799369342,-0.150199972330114,-0.999999999548748
1.39678792636372,1.03590776249858,1.36910553038543,0.455405820857741,0.999999999998639,0.89789138302638
2.51649170250704,1.54340445262977,2.44371266167816,0.506963384804768,0.136615356317753,0.120454825684311
2.36233579010859,0.0651046245693596,1.47532105447339,0.275441413956961,-0.419855219081668,-0.711542384925444
1.85222976008495,-0.865040954784168,2.17957199561563,0.0100000000051767,-0.031798418950003,-0.92304856372632
-0.627981661444454,1.46836546249748,0.921307744040189,0.0100000000114889,0.999999999990426,0.82745397489566
0.770998297947046,0.784823412068635,1.43190568397614,0.379907624974498,0.365946163854497,0.157846283091489
