CR,EV,sRPE,gamma,inequality
-1.10253347862967,-0.733024815263358,2.49014241040693,0.461665969035936,-0.350650713166744
0.329068588657558,-0.540143863482905,1.90319919691398,0.0786259264362816,-0.520282958029049
0.601991568157523,0.772446817497912,1.91824911779574,0.645567696705847,-0.722381517081124
2.0687557198277,1.47254026277747,1.05442669713618,0.300787146545049,-0.611253060226915
2.44236546068475,0.333610208579122,1.63466485128246,0.855808219970177,0.646073012188777
0.798586135071805,1.80502103714814,0.375624974217713,0.0924332324423688,-0.839446478979098
2.09777539253372,1.88473297235934,1.60741960024197,0.542864175580706,-0.656337701483639
1.94003337371,0.896680899827627,3.08308364441294,0.199176188102879,-0.825743899067158
1.60324219186997,0.781035660495614,2.01789169854478,0.441990214242904,0.271687900520147
1.13818576843607,1.31644889523276,0.881820927700446,0.0100000000187765,-0.692308215662887
1.86044313347196,0.654901597358775,2.90751840715533,0.312950792624336,-0.157826938655599
2.20176481078404,1.63541952969865,1.36692614796227,0.0100000000062297,-0.186366282008074
2.98029466391189,1.81551166259118,1.84063664500596,0.162170958091052,0.31173479302004
2.67177276016504,1.35596812029274,2.36263243954509,0.302543847272647,-0.896098193454585
-0.188842818578298,1.25284670948825,-0.182665949155835,0.599244905021429,-0.999999537819987
1.62896927935082,2.10160320279662,1.20815779830795,0.885057989667645,-0.58310010530703
1.24924396186414,0.765106325617263,1.31848973698403,0.85836717057563,-0.449701554815265
2.01770588765778,0.928305032304848,1.40099335170373,0.476831956648242,-0.461576123254087
2.76077127087636,0.0218447635428704,0.225743769730656,0.0100000000053936,0.143327229144248
1.40733653831201,1.46385991233656,3.08477956526115,0.308778022964783,-0.647226152621421
1.79199774011485,2.24750181006169,3.91466833415039,0.148450403337847,-0.999999688142139
1.60776394684365,0.716074962290881,0.207468974337643,0.976672786731282,-0.0899349011795065
1.89179837111298,1.01674907541562,2.48830987142727,0.42304406406091,-0.336136815461006
2.59599241846425,1.25102980115469,0.932831615686847,0.424610990346791,0.0164667297215199
-0.21401056614617,0.996923363292095,2.66019336719033,0.0867891312463442,-0.114954879141838
1.54540399068873,0.464100416670321,0.184477794119573,0.989582822718659,-0.0677302257157545
1.30779812440523,-0.456092558477719,0.843119582457351,0.606407137868491,0.669128243253488
1.01676136013615,-2.10012584629332,1.70153661394742,0.359677193035162,0.88547256259023
-0.109117229839268,-0.255205896779672,1.85995231429623,0.422841024547017,0.141578295696021
-0.0647479303004537,0.468840016153471,1.8979280308633,0.502463216030724,-0.76492821179181
1.53389136210364,0.308176154927521,1.80262987945484,0.797386800688309,0.635815684799023
1.71306101413803,1.18013467175827,1.65306334255806,0.629250205606069,-0.160498930142285
2.20232002857043,2.38271469777999,2.03047179860225,0.372960641752315,-0.870742899988347
1.09182989418481,1.06833672944281,1.45554322395647,0.0100000000033328,-0.37990301251686
0.0773943333908573,0.280774260692146,1.42523284262299,0.639487743559351,0.0811804177760041
0.875364881032179,0.938227967322781,1.7234205713245,0.481125623870251,0.15237992674278
0.754989331773386,0.772810919515806,2.96973212106431,0.577388400343388,-0.587689141466249
2.7921355718867,1.19249622681978,1.99445624814804,0.278627624176004,-0.342754251757585
-1.11600184225827,-0.161711515602038,0.198763938783479,0.970433740832362,-0.327050897911089
1.19431615584323,1.83284302492961,3.29381355096802,0.347370173068711,-0.478134075720864
1.40447584342854,-0.203139197423072,0.137914814087326,0.983246080745423,0.560475633306555
3.04273436284097,1.08648495026467,1.72992965634599,0.363001015083444,0.00594323264001239
1.28392482455316,2.04428445669919,3.83942774579836,0.271119972726401,-0.999999998322246
0.664063659431607,0.635566617728022,-0.131402196629959,0.0335000175533555,0.999968414998814
1.66445156813851,0.189506888510398,1.17911663207616,0.65357559114908,0.076937693032697
2.83793686496339,1.07987874158262,2.26222409289161,0.303303491162869,-0.197566956996657
2.03343144400606,0.589879167176748,2.61180509509363,0.498266141121696,0.171918878225842
0.257765193090792,2.5011617900016,2.02531667816597,0.371015132888574,-0.999999914776157
