CR,EV,sRPE,gamma,social_pRPE,partner_pRPE
-1.03907076972855,-1.27767971001037,2.45419211217285,0.465725985659813,0.277244443226351,-0.69116175285821
0.330355098417968,-0.512293878227886,1.60801556700494,0.123225676080733,0.999999999999715,0.2640918582185
1.44048204866822,0.248282590174261,1.82516704833736,0.482360947612492,0.511051781240758,-0.76998149555182
2.18740668598664,0.82665920770859,0.946541359843177,0.176872696742262,0.586035165718645,-0.999999998715869
2.59384296842238,1.38868307305865,1.84647016539967,0.842204946143931,-0.335596034244629,0.999999873668625
0.788431117645741,0.106478142615724,-0.0976428672775185,0.837996257175804,0.999999999994157,-0.556059093252017
2.2002945038294,1.36892320948676,1.38010488089284,0.563730784252107,0.101715763742412,0.306360540585934
2.04048822070125,0.54015331198491,2.7997768283192,0.201591685254735,0.999999610057414,0.0771048929443268
1.53955838425481,0.514299938813244,1.87962981158733,0.478062541648737,-0.427802832383573,-0.999999999907853
1.1392124927742,0.811720073757206,0.475439408316837,0.0100000000008003,0.999999999998285,-0.672198779862602
1.92364040135772,0.839916570811532,2.88652783056824,0.302650993813211,-0.999999999995489,-0.46458633040043
2.20313929518762,0.748524749981807,1.31546429453393,0.0100000000006942,0.999999999966781,-0.999999999997976
2.92613982785193,2.01394694376073,1.75052864137527,0.24873853881325,0.624413767513953,0.999999872840678
2.86837505316974,0.918776941069631,1.98374126543041,0.240581652389954,0.32194803945849,0.815485068075237
-0.126903793226089,-0.284959629576682,-0.453989732996497,0.571575059128927,0.668783485067193,-0.999999988825069
1.25571640455495,1.42416382413447,0.885570534213411,0.886971042097306,-0.836682711355171,0.511941443810027
0.667426676086878,0.617023174647684,0.980627066680051,0.92773285079396,-0.627305822479659,0.999999690488822
2.19982627127666,0.715980236317415,1.15205355011886,0.564169285704231,0.580363460770486,0.0751656107684825
1.67541849437207,0.301237953009457,0.236398128803671,0.690427287522891,0.999999994491345,-0.999999979215134
1.31287392988895,0.889057431756825,2.71641357340242,0.247945160664185,0.829941136828994,0.0713587789891938
1.8505733116502,1.44760575420872,3.06790429009301,0.189043976993519,0.757294398134268,0.999999999979476
2.23286671124629,0.172412066334865,0.592267522581717,0.888733542905521,-0.951612603400252,0.586085435581114
1.86780384604205,0.958248827226111,2.11194902898409,0.434105997593696,-0.0898009803392932,0.99999999997565
2.65434241002104,0.855387699521294,0.801765430930946,0.412208537331563,0.469165736782338,-0.999999920650698
-0.236167802012258,1.1249621920461,2.495474811196,0.0590914759583297,-0.999999999985032,0.999999999950392
1.82741766254772,0.230433075392676,1.01936738398454,0.795590350373507,0.0185079666296104,0.996039208440106
1.11272585704571,-0.0966464999552898,1.14298193767775,0.685996141084354,0.999999999978011,0.175131793436903
1.02601416888803,-0.99617576974097,1.66246881824295,0.351359870900235,0.999999999980007,0.999999999950398
0.00278942953357128,0.253108064004276,1.84938632752407,0.284435666141634,0.974811394939068,0.938233248057642
0.184107018955088,0.834796839114735,1.79225658796652,0.339223163639486,0.999999999998529,0.999999999997863
1.20795576546436,1.28077838938759,1.98836842148328,0.713491892970748,-0.607560802359624,0.999975154439432
1.7605736302244,1.50374786311089,1.71062684401376,0.614256576168945,0.55581460059888,0.999999976695275
2.11570599310502,2.10898501429344,1.81222209130829,0.239084204730282,-0.319343165572597,0.669314950917331
1.09639445386608,0.679271076114506,1.49690982677662,0.0100000000042565,0.791749655752467,-0.561608783034584
-0.299808347217095,-0.529163091163852,1.41001736275518,0.857559282773729,0.999999999999095,-0.221414861512319
0.650204759898649,1.52180640002931,1.94120639062789,0.624341569937677,0.999999961793549,0.999999738143263
0.719130213238637,0.524581317892369,2.26430947913306,0.572217235483312,-0.124617337827935,0.999999999989639
2.78438666141505,0.472271619706841,1.98914756268823,0.355770184001367,0.999990380572,-0.249453099559267
-0.813029799872016,-0.304631695906959,-0.0928683369373463,0.950887595135776,-0.107386711827774,0.773996285265157
1.07592536266242,1.51675868542735,3.27200700426971,0.365236447175224,0.126743195599408,0.999999999997433
1.00890110723143,0.593727700082988,0.146810380962783,0.999999975698809,0.704901485554868,0.478972568221158
3.08894430331136,1.34093314684999,1.69600738233643,0.358515760557851,0.0188267280599004,0.615232871839285
1.29899970370599,1.51040935017159,3.54524135239899,0.23999447336713,0.422237602091635,-0.999999999965271
0.673323630456555,1.51155126283839,0.482089680631173,0.141983458097685,0.542111207207693,-0.999999999903327
1.59387540790178,0.269848471374106,1.20451264225297,0.654838644042099,-0.229281342990912,-0.0272546150174787
2.9490140121918,0.781732152260005,1.69490142478202,0.325943595086846,0.999999999745968,-0.999999999468532
1.97917582487936,0.243394102671051,2.6133347472345,0.529746134669645,0.676319930057765,-0.175807942814888
0.224741663076893,1.71837973281378,1.24295870830658,0.372432697913558,0.902787961228692,-0.999999954375195
