CR,EV,sRPE,gamma,inequality
1.47662286743418,-0.446005231139781,0.958285147357376,0.537956411408262,0.825506572952378
0.558694896895266,0.751920124491862,2.79050669126903,0.361519443029412,-0.132820443298939
-0.615035534821545,0.0195865468126511,1.47539609826752,0.130951348018249,0.251660770394588
1.89283793061176,0.772388691602873,2.34804347436313,0.379019847518663,-0.0607661383167263
0.162604391510192,0.418694576809923,-0.316821588157328,0.950074545764592,-0.0909677111820469
1.2064242213593,0.237278896470588,0.824546066317418,0.965307264153628,0.400426056255889
1.20216140917632,0.137000023135905,-0.0743690789678878,0.0100000000252175,0.383289153786081
1.81075498112964,1.16917047131028,1.36235313152486,0.0100000000030173,-0.401599300367254
2.09145752674729,1.17141006922893,2.92422479628739,0.26077660986201,-0.696575010938832
1.38622204780883,0.730030961352899,2.00842803824911,0.641580201751641,0.00156985862983354
1.47226826394215,0.940614610195558,1.36305160214596,0.809681258753244,-0.184345648055808
1.37840881475171,0.541441949025469,2.37143865227689,0.178154760100333,-0.479791088071875
2.96913879040331,0.573840902291387,3.27095186488212,0.190721313730607,-0.703360918907692
0.879829673755335,0.887514308925484,2.23840074628317,0.410419615447348,-0.316372243488124
0.296192155436367,0.306328708788443,1.01627662584925,0.811728434080767,-0.289717131229029
2.21775887285509,0.987337953138087,0.735227195030282,0.219454403145079,0.636927695958063
1.24630824274413,0.157815833021272,1.19024142833115,0.719556006132679,0.383441103335239
0.455627957924914,1.27966628563129,0.846225424575078,0.829648767293216,-0.976982528910951
1.18883676579044,0.856705069916322,2.45513905770761,0.474638916328757,-0.176557539141356
-0.469145373968947,-0.715693016947489,0.50075601384042,0.969964277590841,0.479181499651095
4.99999999903414,1.54600090617569,0.874816486785337,0.0751956799179159,-0.204343566536785
1.15840075592703,0.884016345980274,1.99028312899418,0.792185710154969,-0.249325213831091
2.00251588944609,1.00598213801806,2.63660093331856,0.322011719797333,-0.233515259128015
1.47360148066748,-0.0312076984347751,0.258764853362352,0.233930582552865,0.758385772366839
1.21468953423666,0.713711053920625,1.76448148872779,0.41394618667339,-0.255358941248253
0.917714479208808,-0.192284404469527,1.69534545492006,0.733328648461258,0.419153649417789
0.955794223634948,0.0487562040629189,0.464886364808622,0.878646155001715,0.621759929266996
0.499493076312391,-0.172979668611815,0.878170077845488,0.837387291296878,0.273513402805205
2.12618628667756,1.42949804515574,2.16607273771974,0.507015578610434,-0.74897236899243
1.19130315668286,2.33433908694331,1.60295510289682,0.292983754440195,-0.0810782838786554
0.404696197060598,1.18645728273996,0.911152118628276,0.276699787528033,-0.574806111880343
4.16773066766334,0.586601844999095,1.21511225237127,0.149863197762808,0.143169732635267
0.0065716740835649,1.28180574771822,1.78203788269604,0.381349565503236,-0.334672354642374
0.281303983195457,0.585688619580808,0.317090729766586,0.646548739653533,-0.414230845222174
1.54890599406107,1.29245659205173,1.71571073280518,0.111785044957045,-0.999999999982158
2.52005771733944,1.43702261525082,2.44369589482518,0.50078879375961,0.132054247529815
2.45196104956012,0.59290347338594,1.52055314568141,0.214009325219791,-0.462212904200266
1.80397635380575,-0.429115243969545,2.13858482178227,0.0510054226614798,0.0584207304189093
-0.625395261089665,1.69285895662252,1.02539893636876,0.0100000009423224,-0.999999999009392
0.768061349552721,0.767141595734529,1.38159305280775,0.347018138540528,0.0515722774320667
