CR,EV,sRPE,gamma
-1.05227462779983,-1.00103239841544,2.43535737517524,0.448859310113917
0.341858425296981,-0.80616067233912,1.67977415521284,0.0162766186623773
1.37697310932528,1.16653017257624,1.43193486849058,0.793163341743406
0.956568558287632,0.427677493172688,1.69443966860956,0.565995957091826
2.20773862993116,1.14159062962481,0.750347500641834,0.252534107896813
2.60778644668742,1.02370029391779,1.79375689413316,0.816570540095131
0.784715501363932,1.19435683973223,0.00898036315621914,0.010000000001238
2.27023672213093,1.1896540010732,1.3195173192553,0.601300918464901
1.95946915283965,0.196042792983086,2.57814320937396,0.205005895754576
1.58922261678186,0.919115286173091,2.02489614111219,0.426651709258626
1.14236786152579,0.880676358668181,0.667754975031642,0.0100000000059471
1.85080987135237,0.54946795886556,2.88981677190661,0.325552411629758
2.20242013859278,1.54297507352733,1.2875271678025,0.0100000000012393
2.9536561931447,1.92232799505131,1.87774019506919,0.212703448762893
2.851759414789,0.561378834728558,2.04894702413192,0.244024984554745
0.677116548567392,1.59899022469787,0.798559122411695,0.100548343435674
1.48766990366405,1.12386275316574,1.22514795940296,0.816153617095547
1.59920643748074,0.286615447057384,1.31071237452927,0.865346821297414
2.1341489044053,0.648839222818281,1.25908621584525,0.515128788823051
2.7604794267431,0.129469545598927,0.306285731474205,0.0100000000352932
1.45916730815145,1.13797767466145,2.76611676476782,0.280632743906181
1.80939431958513,1.27264620625937,3.15082893114951,0.20733363806902
1.74712304087644,0.569278009306699,0.118887596372799,0.95956429307021
1.91916066140767,0.740994523753411,2.25799104528918,0.435044899016815
2.59364220850787,1.25794369700989,0.941737629713446,0.426042760502653
-0.208658834161103,0.980648122233482,2.67427993527611,0.0856121798197425
1.60375460551686,0.387056985413461,0.160553849130079,0.982802295439473
1.26725832972138,0.0679488071921968,1.298775402282,0.573176695984349
0.825181443531647,-0.975272489845255,1.68239239980975,0.441615062943457
-0.101118812044907,-0.116157639494463,1.90622849574255,0.402689945036066
1.66152660524392,0.246264470449887,1.2269900144472,0.654434212516157
0.120900942511662,0.199020772624449,1.70414348252314,0.396599494377663
1.28368571997699,0.965170363862772,2.13990208353804,0.705910672162492
1.79342199261446,1.1312163855835,1.65615180057685,0.640016914288981
2.87517002311753,0.985658092300024,2.22786938873319,0.281849220538761
2.18984886789547,2.01920661933885,1.73255389288646,0.259301738998921
1.09317693492355,0.915921499317677,1.38363228783419,0.0100000000140994
0.0559379141381279,0.357854524334227,1.47771354357111,0.645332096244057
0.847398357181155,1.08856302221642,1.79879147999977,0.482428754774856
0.749683767813042,0.226182903066659,2.49959668335104,0.556994108747082
2.81121240552915,0.914092448314709,1.83537454695436,0.305786727429014
-0.872727444588024,-0.524843684835705,-0.181701781341051,0.963844971971538
2.00324099889044,0.704035141961638,2.68311393293454,0.493537976618361
0.0393820059254385,1.723065570795,1.75117729428332,0.25687492236744
