trialType,riskyHigh,riskyLow,EVrisky,varRisky,Vsafe,EVriskyMinusVsafe,chooseRisky,choseSafe,SVrisky,SVdiff,subject,condition,EVdiffMC,condMC,EVcond_int_MC
2,15,-17,-1,32,0,-1,1,0,6.83498376108357,6.83498376108357,5,1,-2.0475,0.5,-0.8890625
2,75,-67,4,142,0,4,1,0,733.625702212178,733.625702212178,5,1,2.9525,0.5,1.6109375
1,42,0,21,42,15,6,1,0,133.887300764518,118.887300764518,5,1,4.9525,0.5,2.6109375
1,60,0,30,60,30,0,1,0,503.26201747995,473.26201747995,5,1,-1.0475,0.5,-0.3890625
2,15,-3,6,18,0,6,1,0,10.7906110214018,10.7906110214018,5,1,4.9525,0.5,2.6109375
1,79,0,39.5,79,25,14.5,1,0,1978.07935869392,1953.07935869392,5,1,13.4525,0.5,6.8609375
2,75,-150,-37.5,225,0,-37.5,1,0,733.47712258605,733.47712258605,5,1,-38.5475,0.5,-19.1390625
2,40,-8,16,48,0,16,1,0,80.3496647703979,80.3496647703979,5,1,14.9525,0.5,7.6109375
3,0,-25,-12.5,25,-10,-2.5,1,0,-5.26773236449881,4.73226763550119,5,1,-3.5475,0.5,-1.6390625
3,0,-32,-16,32,-10,-6,1,0,-5.60103268093814,4.39896731906186,5,1,-7.0475,0.5,-3.3890625
2,15,-12,1.5,27,0,1.5,1,0,7.88629472597434,7.88629472597434,5,1,0.4525,0.5,0.3609375
2,25,-19,3,44,0,3,1,0,23.3459007679531,23.3459007679531,5,1,1.9525,0.5,1.1109375
3,0,-55,-27.5,55,-30,2.5,1,0,-5.9613862698388,24.0386137301612,5,1,1.4525,0.5,0.8609375
2,55,-19,18,74,0,18,1,0,211.937149520618,211.937149520618,5,1,16.9525,0.5,8.6109375
2,75,-83,-4,158,0,-4,1,0,733.533378025661,733.533378025661,5,1,-5.0475,0.5,-2.3890625
1,55,0,27.5,55,30,-2.5,1,0,349.890939372957,319.890939372957,5,1,-3.5475,0.5,-1.6390625
2,55,-42,6.5,97,0,6.5,1,0,209.942487728395,209.942487728395,5,1,5.4525,0.5,2.8609375
2,25,-50,-12.5,75,0,-12.5,1,0,21.0956344892161,21.0956344892161,5,1,-13.5475,0.5,-6.6390625
1,36,0,18,36,10,8,1,0,84.7426042293853,74.7426042293853,5,1,6.9525,0.5,3.6109375
1,62,0,31,62,25,6,1,0,581.703421191263,556.703421191263,5,1,4.9525,0.5,2.6109375
3,0,-100,-50,100,-20,-30,1,0,-6.02259929622224,13.9774007037778,5,1,-31.0475,0.5,-15.3890625
1,75,0,37.5,75,15,22.5,1,0,1484.31765129683,1469.31765129683,5,1,21.4525,0.5,10.8609375
1,125,0,62.5,125,25,37.5,1,0,53224.7754590088,53199.7754590088,5,1,36.4525,0.5,18.3609375
1,72,0,36,72,20,16,1,0,1196.41239139446,1176.41239139446,5,1,14.9525,0.5,7.6109375
1,79,0,39.5,79,25,14.5,1,0,1978.07935869392,1953.07935869392,5,1,13.4525,0.5,6.8609375
1,67,0,33.5,67,30,3.5,1,0,834.696044669405,804.696044669405,5,1,2.4525,0.5,1.3609375
3,0,-95,-47.5,95,-30,-17.5,1,0,-6.02182923727987,23.9781707627201,5,1,-18.5475,0.5,-9.1390625
3,0,-55,-27.5,55,-30,2.5,1,0,-5.9613862698388,24.0386137301612,5,1,1.4525,0.5,0.8609375
2,55,-28,13.5,83,0,13.5,1,0,210.825107472478,210.825107472478,5,1,12.4525,0.5,6.3609375
1,25,0,12.5,25,10,2.5,1,0,34.7866960606177,24.7866960606177,5,1,1.4525,0.5,0.8609375
3,0,-42,-21,42,-10,-11,1,0,-5.83961975908104,4.16038024091896,5,1,-12.0475,0.5,-5.8890625
2,15,-10,2.5,25,0,2.5,1,0,8.40345622709147,8.40345622709147,5,1,1.4525,0.5,0.8609375
3,0,-70,-35,70,-25,-10,1,0,-6.00603957787756,18.9939604221224,5,1,-11.0475,0.5,-5.3890625
2,25,-34,-4.5,59,0,-4.5,1,0,21.7643148434708,21.7643148434708,5,1,-5.5475,0.5,-2.6390625
1,55,0,27.5,55,30,-2.5,1,0,349.890939372957,319.890939372957,5,1,-3.5475,0.5,-1.6390625
2,75,-38,18.5,113,0,18.5,1,0,734.328462560312,734.328462560312,5,1,17.4525,0.5,8.8609375
3,0,-50,-25,50,-10,-15,1,0,-5.92913002117557,4.07086997882443,5,1,-16.0475,0.5,-7.8890625
1,50,0,25,50,20,5,1,0,242.619725983608,222.619725983608,5,1,3.9525,0.5,2.1109375
2,55,-49,3,104,0,3,1,0,209.712538744969,209.712538744969,5,1,1.9525,0.5,1.1109375
2,25,-19,3,44,0,3,1,0,23.3459007679531,23.3459007679531,5,1,1.9525,0.5,1.1109375
1,17,0,8.5,17,10,-1.5,1,0,16.5872701588164,6.58727015881643,5,1,-2.5475,0.5,-1.1390625
2,55,-35,10,90,0,10,1,0,210.292461240924,210.292461240924,5,1,8.9525,0.5,4.6109375
3,0,-22,-11,22,-10,-1,0,1,-5.05387646344816,4.94612353655184,5,1,-2.0475,0.5,-0.8890625
1,56,0,28,56,20,8,1,0,376.342517492589,356.342517492589,5,1,6.9525,0.5,3.6109375
2,15,-3,6,18,0,6,1,0,10.7906110214018,10.7906110214018,5,1,4.9525,0.5,2.6109375
3,0,-54,-27,54,-15,-12,0,1,-225.79427024988,-210.79427024988,6,0,-13.0475,-0.5,6.6584375
1,36,0,18,36,10,8,0,1,6.13770973798804,-3.86229026201196,6,0,6.9525,-0.5,-3.3415625
2,25,-5,10,30,0,10,1,0,9.44672945690863,9.44672945690863,6,0,8.9525,-0.5,-4.3415625
1,18,0,9,18,10,-1,0,1,4.89611955484885,-5.10388044515115,6,0,-2.0475,-0.5,1.1584375
1,95,0,47.5,95,30,17.5,0,1,6.55482895287496,-23.445171047125,6,0,16.4525,-0.5,-8.0915625
3,0,-100,-50,100,-20,-30,0,1,-4136.10259734674,-4116.10259734674,6,0,-31.0475,-0.5,15.6584375
2,55,-42,6.5,97,0,6.5,1,0,2.39310268093448,2.39310268093448,6,0,5.4525,-0.5,-2.5915625
2,55,-55,0,110,0,0,1,0,-5.3101174158639,-5.3101174158639,6,0,-1.0475,-0.5,0.6584375
2,55,-61,-3,116,0,-3,0,1,-8.9854023530985,-8.9854023530985,6,0,-4.0475,-0.5,2.1584375
2,15,-20,-2.5,35,0,-2.5,0,1,-3.05178604428825,-3.05178604428825,6,0,-3.5475,-0.5,1.9084375
1,36,0,18,36,10,8,1,0,6.13770973798804,-3.86229026201196,6,0,6.9525,-0.5,-3.3415625
2,55,-11,22,66,0,22,1,0,19.4078504912018,19.4078504912018,6,0,20.9525,-0.5,-10.3415625
2,15,-12,1.5,27,0,1.5,0,1,1.1787428847765,1.1787428847765,6,0,0.4525,-0.5,-0.0915624999999999
3,0,-150,-75,150,-30,-45,0,1,-94311.3403724234,-94281.3403724234,6,0,-46.0475,-0.5,23.1584375
2,40,-8,16,48,0,16,1,0,14.6065828828242,14.6065828828242,6,0,14.9525,-0.5,-7.3415625
1,36,0,18,36,10,8,1,0,6.13770973798804,-3.86229026201196,6,0,6.9525,-0.5,-3.3415625
1,50,0,25,50,25,0,0,1,6.41442760885931,-18.5855723911407,6,0,-1.0475,-0.5,0.6584375
1,40,0,20,40,20,0,0,1,6.24856472940053,-13.7514352705995,6,0,-1.0475,-0.5,0.6584375
3,0,-27,-13.5,27,-15,1.5,0,1,-35.2475914011293,-20.2475914011293,6,0,0.4525,-0.5,-0.0915624999999999
1,100,0,50,100,20,30,1,0,6.55631802552836,-13.4436819744716,6,0,28.9525,-0.5,-14.3415625
1,18,0,9,18,10,-1,0,1,4.89611955484885,-5.10388044515115,6,0,-2.0475,-0.5,1.1584375
3,0,-18,-9,18,-10,1,0,1,-16.6417347913442,-6.64173479134425,6,0,-0.0475000000000001,-0.5,0.1584375
3,0,-108,-54,108,-30,-24,0,1,-6824.47010020921,-6794.47010020921,6,0,-25.0475,-0.5,12.6584375
3,0,-17,-8.5,17,-10,1.5,1,0,-15.1487675533741,-5.14876755337409,6,0,0.4525,-0.5,-0.0915624999999999
3,0,-46,-23,46,-25,2,0,1,-133.803392971693,-108.803392971693,6,0,0.9525,-0.5,-0.3415625
1,108,0,54,108,30,24,0,1,6.55778337814928,-23.4422166218507,6,0,22.9525,-0.5,-11.3415625
2,75,-67,4,142,0,4,1,0,-4.77183382919185,-4.77183382919185,6,0,2.9525,-0.5,-1.3415625
1,50,0,25,50,10,15,0,1,6.41442760885931,-3.58557239114069,6,0,13.9525,-0.5,-6.8415625
1,42,0,21,42,15,6,0,1,6.29253432854601,-8.70746567145399,6,0,4.9525,-0.5,-2.3415625
2,75,-75,0,150,0,0,0,1,-9.90040464815168,-9.90040464815168,6,0,-1.0475,-0.5,0.6584375
2,25,-50,-12.5,75,0,-12.5,0,1,-15.3521554661765,-15.3521554661765,6,0,-13.5475,-0.5,6.9084375
3,0,-50,-25,50,-10,-15,0,1,-174.079160748214,-164.079160748214,6,0,-16.0475,-0.5,8.1584375
1,108,0,54,108,30,24,1,0,6.55778337814928,-23.4422166218507,6,0,22.9525,-0.5,-11.3415625
1,62,0,31,62,25,6,1,0,6.50139527232957,-18.4986047276704,6,0,4.9525,-0.5,-2.3415625
2,15,-30,-7.5,45,0,-7.5,0,1,-8.50927591592951,-8.50927591592951,6,0,-8.5475,-0.5,4.4084375
3,0,-33,-16.5,33,-15,-1.5,0,1,-54.9248741915591,-39.9248741915591,6,0,-2.5475,-0.5,1.4084375
3,0,-150,-75,150,-30,-45,0,1,-94311.3403724234,-94281.3403724234,6,0,-46.0475,-0.5,23.1584375
2,55,-28,13.5,83,0,13.5,1,0,10.3061280982698,10.3061280982698,6,0,12.4525,-0.5,-6.0915625
3,0,-17,-8.5,17,-10,1.5,0,1,-15.1487675533741,-5.14876755337409,6,0,0.4525,-0.5,-0.0915624999999999
3,0,-108,-54,108,-30,-24,0,1,-6824.47010020921,-6794.47010020921,6,0,-25.0475,-0.5,12.6584375
1,126,0,63,126,30,33,1,0,6.55908537385138,-23.4409146261486,6,0,31.9525,-0.5,-15.8415625
1,36,0,18,36,10,8,0,1,6.13770973798804,-3.86229026201196,6,0,6.9525,-0.5,-3.3415625
2,75,-67,4,142,0,4,0,1,-4.77183382919185,-4.77183382919185,6,0,2.9525,-0.5,-1.3415625
3,0,-33,-16.5,33,-15,-1.5,0,1,-54.9248741915591,-39.9248741915591,6,0,-2.5475,-0.5,1.4084375
3,0,-95,-47.5,95,-30,-17.5,0,1,-3023.89022817724,-2993.89022817724,6,0,-18.5475,-0.5,9.4084375
1,56,0,28,56,20,8,0,1,6.46768533054577,-13.5323146694542,6,0,6.9525,-0.5,-3.3415625
2,75,-67,4,142,0,4,0,1,-4.77183382919185,-4.77183382919185,6,0,2.9525,-0.5,-1.3415625
2,15,-13,1,28,0,1,1,0,0.656382047178565,0.656382047178565,6,0,-0.0475000000000001,-0.5,0.1584375
3,0,-50,-25,50,-20,-5,0,1,-174.079160748214,-154.079160748214,6,0,-6.0475,-0.5,3.1584375
3,0,-72,-36,72,-20,-16,0,1,-712.137050404174,-692.137050404174,6,0,-17.0475,-0.5,8.6584375
1,37,0,18.5,37,15,3.5,0,1,6.16866793095994,-8.83133206904006,6,0,2.4525,-0.5,-1.0915625
1,90,0,45,90,25,20,1,0,6.55264905387392,-18.4473509461261,6,0,18.9525,-0.5,-9.3415625
3,0,-50,-25,50,-20,-5,0,1,-174.079160748214,-154.079160748214,6,0,-6.0475,-0.5,3.1584375
3,0,-47,-23.5,47,-15,-8.5,0,1,-142.948926074119,-127.948926074119,6,0,-9.5475,-0.5,4.9084375
3,0,-50,-25,50,-10,-15,0,1,-174.079160748214,-164.079160748214,6,0,-16.0475,-0.5,8.1584375
3,0,-50,-25,50,-20,-5,0,1,-174.079160748214,-154.079160748214,6,0,-6.0475,-0.5,3.1584375
3,0,-42,-21,42,-25,4,0,1,-102.436593488537,-77.4365934885368,6,0,2.9525,-0.5,-1.3415625
3,0,-40,-20,40,-20,0,0,1,-89.4599516856278,-69.4599516856278,6,0,-1.0475,-0.5,0.6584375
1,17,0,8.5,17,10,-1.5,0,1,4.76436869938595,-5.23563130061405,6,0,-2.5475,-0.5,1.4084375
2,55,-28,13.5,83,0,13.5,0,1,10.3061280982698,10.3061280982698,6,0,12.4525,-0.5,-6.0915625
3,0,-50,-25,50,-25,0,0,1,-156.215321425176,-131.215321425176,6,1,-1.0475,0.5,-0.3890625
3,0,-150,-75,150,-30,-45,1,0,-63164.5658233751,-63134.5658233751,6,1,-46.0475,0.5,-22.8890625
2,15,-10,2.5,25,0,2.5,1,0,0.317553857585738,0.317553857585738,6,1,1.4525,0.5,0.8609375
1,95,0,47.5,95,30,17.5,1,0,6.57413287882316,-23.4258671211768,6,1,16.4525,0.5,8.3609375
2,75,-67,4,142,0,4,0,1,-85.3975867760483,-85.3975867760483,6,1,2.9525,0.5,1.6109375
2,55,-74,-9.5,129,0,-9.5,0,1,-113.132686176922,-113.132686176922,6,1,-10.5475,0.5,-5.1390625
1,67,0,33.5,67,30,3.5,0,1,6.53851502529455,-23.4614849747054,6,1,2.4525,0.5,1.3609375
2,75,-150,-37.5,225,0,-37.5,0,1,-1228.03664311871,-1228.03664311871,6,1,-38.5475,0.5,-19.1390625
3,0,-42,-21,42,-15,-6,0,1,-93.868214755965,-78.868214755965,6,1,-7.0475,0.5,-3.3890625
3,0,-60,-30,60,-30,0,1,0,-290.055404635533,-260.055404635533,6,1,-1.0475,0.5,-0.3890625
1,60,0,30,60,30,0,0,1,6.51011803326693,-23.4898819667331,6,1,-1.0475,0.5,-0.3890625
1,67,0,33.5,67,30,3.5,0,1,6.53851502529455,-23.4614849747054,6,1,2.4525,0.5,1.3609375
2,75,-75,0,150,0,0,0,1,-115.722191606029,-115.722191606029,6,1,-1.0475,0.5,-0.3890625
3,0,-70,-35,70,-25,-10,0,1,-532.711617171953,-507.711617171953,6,1,-11.0475,0.5,-5.3890625
2,15,-3,6,18,0,6,1,0,4.53686029227711,4.53686029227711,6,1,4.9525,0.5,2.6109375
1,40,0,20,40,20,0,0,1,6.26424414806448,-13.7357558519355,6,1,-1.0475,0.5,-0.3890625
1,84,0,42,84,20,22,1,0,6.56783976310712,-13.4321602368929,6,1,20.9525,0.5,10.6109375
2,75,-48,13.5,123,0,13.5,1,0,-35.884863291995,-35.884863291995,6,1,12.4525,0.5,6.3609375
1,95,0,47.5,95,30,17.5,1,0,6.57413287882316,-23.4258671211768,6,1,16.4525,0.5,8.3609375
2,15,-17,-1,32,0,-1,0,1,-4.83334256708754,-4.83334256708754,6,1,-2.0475,0.5,-0.8890625
2,75,-48,13.5,123,0,13.5,0,1,-35.884863291995,-35.884863291995,6,1,12.4525,0.5,6.3609375
1,28,0,14,28,10,4,0,1,5.79555785346558,-4.20444214653442,6,1,2.9525,0.5,1.6109375
2,75,-101,-13,176,0,-13,0,1,-279.044230684046,-279.044230684046,6,1,-14.0475,0.5,-6.8890625
2,25,-16,4.5,41,0,4.5,0,1,-1.19591169898919,-1.19591169898919,6,1,3.4525,0.5,1.8609375
1,50,0,25,50,25,0,0,1,6.43177123778838,-18.5682287622116,6,1,-1.0475,0.5,-0.3890625
1,44,0,22,44,20,2,0,1,6.34674017757396,-13.653259822426,6,1,0.9525,0.5,0.6109375
1,50,0,25,50,25,0,0,1,6.43177123778838,-18.5682287622116,6,1,-1.0475,0.5,-0.3890625
3,0,-72,-36,72,-20,-16,0,1,-601.092272791686,-581.092272791686,6,1,-17.0475,0.5,-8.3890625
3,0,-50,-25,50,-30,5,0,1,-156.215321425176,-126.215321425176,6,1,3.9525,0.5,2.1109375
1,42,0,21,42,15,6,0,1,6.30862099022327,-8.69137900977673,6,1,4.9525,0.5,2.6109375
3,0,-50,-25,50,-30,5,1,0,-156.215321425176,-126.215321425176,6,1,3.9525,0.5,2.1109375
2,25,-16,4.5,41,0,4.5,0,1,-1.19591169898919,-1.19591169898919,6,1,3.4525,0.5,1.8609375
2,15,-8,3.5,23,0,3.5,1,0,1.61012758897397,1.61012758897397,6,1,2.4525,0.5,1.3609375
3,0,-70,-35,70,-25,-10,0,1,-532.711617171953,-507.711617171953,6,1,-11.0475,0.5,-5.3890625
2,75,-83,-4,158,0,-4,0,1,-153.812482732503,-153.812482732503,6,1,-5.0475,0.5,-2.3890625
1,50,0,25,50,25,0,0,1,6.43177123778838,-18.5682287622116,6,1,-1.0475,0.5,-0.3890625
2,25,-5,10,30,0,10,1,0,6.25316310467937,6.25316310467937,6,1,8.9525,0.5,4.6109375
1,28,0,14,28,10,4,0,1,5.79555785346558,-4.20444214653442,6,1,2.9525,0.5,1.6109375
1,37,0,18.5,37,15,3.5,0,1,6.18365327146487,-8.81634672853513,6,1,2.4525,0.5,1.3609375
2,40,-20,10,60,0,10,0,1,-1.54536970614104,-1.54536970614104,6,1,8.9525,0.5,4.6109375
3,0,-72,-36,72,-20,-16,0,1,-601.092272791686,-581.092272791686,6,1,-17.0475,0.5,-8.3890625
3,0,-84,-42,84,-30,-12,0,1,-1236.27419674709,-1206.27419674709,6,1,-13.0475,0.5,-6.3890625
2,40,-44,-2,84,0,-2,0,1,-32.0026545810392,-32.0026545810392,6,1,-3.0475,0.5,-1.3890625
1,27,0,13.5,27,15,-1.5,0,1,5.73369940079688,-9.26630059920312,6,1,-2.5475,0.5,-1.1390625
2,25,-19,3,44,0,3,1,0,-3.66665659697154,-3.66665659697154,6,1,1.9525,0.5,1.1109375
1,74,0,37,74,30,7,0,1,6.55519624011161,-23.4448037598884,6,1,5.9525,0.5,3.1109375
3,0,-27,-13.5,27,-15,1.5,0,1,-33.4901848322432,-18.4901848322432,6,1,0.4525,0.5,0.3609375
3,0,-108,-54,108,-30,-24,0,1,-5182.3378739804,-5152.3378739804,6,1,-25.0475,0.5,-12.3890625
1,79,0,39.5,79,25,14.5,0,1,6.56270488834498,-18.437295111655,6,1,13.4525,0.5,6.8609375
3,0,-47,-23.5,47,-15,-8.5,0,1,-129.304127003796,-114.304127003796,6,1,-9.5475,0.5,-4.6390625
2,40,-80,-20,120,0,-20,0,1,-142.043849672723,-142.043849672723,6,1,-21.0475,0.5,-10.3890625
1,84,0,42,84,30,12,0,1,6.56783976310712,-23.4321602368929,6,1,10.9525,0.5,5.6109375
1,32,0,16,32,10,6,0,1,6.0009149021477,-3.9990850978523,6,1,4.9525,0.5,2.6109375
3,0,-84,-42,84,-30,-12,0,1,-1236.27419674709,-1206.27419674709,6,1,-13.0475,0.5,-6.3890625
1,125,0,62.5,125,25,37.5,0,1,6.57845492217179,-18.4215450778282,6,1,36.4525,0.5,18.3609375
2,55,-49,3,104,0,3,0,1,-39.4666231948123,-39.4666231948123,6,1,1.9525,0.5,1.1109375
1,126,0,63,126,30,33,0,1,6.57849096125638,-23.4215090387436,6,1,31.9525,0.5,16.1109375
2,40,-40,0,80,0,0,0,1,-25.3787260877625,-25.3787260877625,6,1,-1.0475,0.5,-0.3890625
3,0,-42,-21,42,-25,4,0,1,-93.868214755965,-68.868214755965,6,1,2.9525,0.5,1.6109375
2,25,-9,8,34,0,8,0,1,3.8102563530599,3.8102563530599,6,1,6.9525,0.5,3.6109375
2,25,-28,-1.5,53,0,-1.5,1,0,-14.0486455225763,-14.0486455225763,7,0,-2.5475,-0.5,1.4084375
2,25,-28,-1.5,53,0,-1.5,1,0,-14.0486455225763,-14.0486455225763,7,0,-2.5475,-0.5,1.4084375
1,79,0,39.5,79,25,14.5,1,0,6.31678540100047,-18.6832145989995,7,0,13.4525,-0.5,-6.5915625
1,37,0,18.5,37,15,3.5,0,1,5.98878399558526,-9.01121600441474,7,0,2.4525,-0.5,-1.0915625
3,0,-105,-52.5,105,-25,-27.5,0,1,-17.1688122370273,7.83118776297266,7,0,-28.5475,-0.5,14.4084375
1,36,0,18,36,10,8,0,1,5.96080740453553,-4.03919259546447,7,0,6.9525,-0.5,-3.3415625
2,25,-5,10,30,0,10,1,0,5.89312757642138,5.89312757642138,7,0,8.9525,-0.5,-4.3415625
3,0,-56,-28,56,-25,-3,1,0,-14.2839799740549,10.7160200259451,7,0,-4.0475,-0.5,2.1584375
2,75,-38,18.5,113,0,18.5,0,1,-22.8809999591286,-22.8809999591286,7,0,17.4525,-0.5,-8.5915625
1,50,0,25,50,25,0,0,1,6.20724872294059,-18.7927512770594,7,0,-1.0475,-0.5,0.6584375
3,0,-63,-31.5,63,-15,-16.5,1,0,-14.9665135909574,0.033486409042629,7,0,-17.5475,-0.5,8.9084375
1,50,0,25,50,25,0,0,1,6.20724872294059,-18.7927512770594,7,0,-1.0475,-0.5,0.6584375
2,40,-14,13,54,0,13,1,0,2.44975006083257,2.44975006083257,7,0,11.9525,-0.5,-5.8415625
3,0,-50,-25,50,-25,0,1,0,-13.5847346217319,11.4152653782681,7,0,-1.0475,-0.5,0.6584375
1,60,0,30,60,30,0,0,1,6.2738060368008,-23.7261939631992,7,0,-1.0475,-0.5,0.6584375
3,0,-42,-21,42,-10,-11,1,0,-12.4534993290288,-2.45349932902885,7,0,-12.0475,-0.5,6.1584375
2,40,-26,7,66,0,7,0,1,-8.99917606085428,-8.99917606085428,7,0,5.9525,-0.5,-2.8415625
2,75,-67,4,142,0,4,1,0,-103.503459670992,-103.503459670992,7,0,2.9525,-0.5,-1.3415625
3,0,-56,-28,56,-20,-8,0,1,-14.2839799740549,5.71602002594505,7,0,-9.0475,-0.5,4.6584375
3,0,-95,-47.5,95,-30,-17.5,0,1,-16.8481647816778,13.1518352183222,7,0,-18.5475,-0.5,9.4084375
2,55,-19,18,74,0,18,0,1,-0.137485597144378,-0.137485597144378,7,0,16.9525,-0.5,-8.3415625
3,0,-28,-14,28,-10,-4,0,1,-9.76339875797767,0.23660124202233,7,0,-5.0475,-0.5,2.6584375
1,63,0,31.5,63,15,16.5,0,1,6.28547648285186,-8.71452351714814,7,0,15.4525,-0.5,-7.5915625
2,55,-110,-27.5,165,0,-27.5,1,0,-499.319895744884,-499.319895744884,7,0,-28.5475,-0.5,14.4084375
2,40,-40,0,80,0,0,0,1,-29.2918285316012,-29.2918285316012,7,0,-1.0475,-0.5,0.6584375
2,25,-9,8,34,0,8,1,0,3.38927705874053,3.38927705874053,7,0,6.9525,-0.5,-3.3415625
3,0,-18,-9,18,-10,1,1,0,-7.09871077643074,2.90128922356926,7,0,-0.0475000000000001,-0.5,0.1584375
2,15,-10,2.5,25,0,2.5,1,0,0.0638881852797217,0.0638881852797217,7,0,1.4525,-0.5,-0.5915625
3,0,-47,-23.5,47,-15,-8.5,0,1,-13.189391533876,1.81060846612403,7,0,-9.5475,-0.5,4.9084375
3,0,-27,-13.5,27,-15,1.5,0,1,-9.52867962779073,5.47132037220927,7,0,0.4525,-0.5,-0.0915624999999999
1,125,0,62.5,125,25,37.5,0,1,6.32878832366975,-18.6712116763303,7,0,36.4525,-0.5,-18.0915625
2,75,-38,18.5,113,0,18.5,0,1,-22.8809999591286,-22.8809999591286,7,0,17.4525,-0.5,-8.5915625
3,0,-108,-54,108,-30,-24,1,0,-17.2490307212378,12.7509692787622,7,0,-25.0475,-0.5,12.6584375
1,125,0,62.5,125,25,37.5,0,1,6.32878832366975,-18.6712116763303,7,0,36.4525,-0.5,-18.0915625
1,90,0,45,90,25,20,0,1,6.32394370258161,-18.6760562974184,7,0,18.9525,-0.5,-9.3415625
3,0,-105,-52.5,105,-25,-27.5,1,0,-17.1688122370273,7.83118776297266,7,0,-28.5475,-0.5,14.4084375
2,40,-54,-7,94,0,-7,0,1,-61.053455857115,-61.053455857115,7,0,-8.0475,-0.5,4.1584375
3,0,-44,-22,44,-20,-2,1,0,-12.7600494649111,7.23995053508886,7,0,-3.0475,-0.5,1.6584375
2,75,-58,8.5,133,0,8.5,0,1,-70.1376734230564,-70.1376734230564,7,0,7.4525,-0.5,-3.5915625
1,47,0,23.5,47,15,8.5,1,0,6.17465695733781,-8.82534304266219,7,0,7.4525,-0.5,-3.5915625
3,0,-50,-25,50,-25,0,0,1,-13.5847346217319,11.4152653782681,7,0,-1.0475,-0.5,0.6584375
3,0,-125,-62.5,125,-25,-37.5,1,0,-17.5973645940568,7.4026354059432,7,0,-38.5475,-0.5,19.4084375
3,0,-50,-25,50,-10,-15,1,0,-13.5847346217319,-3.58473462173188,7,0,-16.0475,-0.5,8.1584375
3,0,-28,-14,28,-10,-4,1,0,-9.76339875797767,0.23660124202233,7,0,-5.0475,-0.5,2.6584375
2,55,-49,3,104,0,3,1,0,-46.3920213765845,-46.3920213765845,7,0,1.9525,-0.5,-0.8415625
1,17,0,8.5,17,10,-1.5,1,0,4.67682716010968,-5.32317283989032,7,0,-2.5475,-0.5,1.4084375
3,0,-54,-27,54,-15,-12,0,1,-14.0635938058824,0.936406194117616,7,0,-13.0475,-0.5,6.6584375
1,150,0,75,150,30,45,0,1,6.32906874331451,-23.6709312566855,7,0,43.9525,-0.5,-21.8415625
2,75,-75,0,150,0,0,0,1,-142.404598967672,-142.404598967672,7,0,-1.0475,-0.5,0.6584375
1,25,0,12.5,25,15,-2.5,1,0,5.45087777061421,-9.54912222938579,7,0,-3.5475,-0.5,1.9084375
1,63,0,31.5,63,15,16.5,0,1,6.28547648285186,-8.71452351714814,7,0,15.4525,-0.5,-7.5915625
3,0,-72,-36,72,-20,-16,0,1,-15.6714684125292,4.32853158747078,7,0,-17.0475,-0.5,8.6584375
3,0,-90,-45,90,-25,-20,1,0,-16.6515819953216,8.34841800467837,7,0,-21.0475,-0.5,10.6584375
2,75,-75,0,150,0,0,0,1,-142.404598967672,-142.404598967672,7,0,-1.0475,-0.5,0.6584375
2,15,-5,5,20,0,5,0,1,3.24540214378201,3.24540214378201,7,0,3.9525,-0.5,-1.8415625
2,15,-17,-1,32,0,-1,0,1,-5.33856293464107,-5.33856293464107,7,0,-2.0475,-0.5,1.1584375
3,0,-100,-50,100,-20,-30,0,1,-17.0194934326053,2.98050656739468,7,0,-31.0475,-0.5,15.6584375
2,15,-5,5,20,0,5,0,1,3.24540214378201,3.24540214378201,7,0,3.9525,-0.5,-1.8415625
1,46,0,23,46,25,-2,0,1,6.16195992710014,-18.8380400728999,7,0,-3.0475,-0.5,1.6584375
3,0,-56,-28,56,-25,-3,1,0,-14.2839799740549,10.7160200259451,7,0,-4.0475,-0.5,2.1584375
1,32,0,16,32,10,6,0,1,5.60103268093814,-4.39896731906186,7,1,4.9525,0.5,2.6109375
2,75,-15,30,90,0,30,1,0,3.32374153778492,3.32374153778492,7,1,28.9525,0.5,14.6109375
3,0,-95,-47.5,95,-30,-17.5,1,0,-57.6398997397629,-27.6398997397629,7,1,-18.5475,0.5,-9.1390625
2,25,-22,1.5,47,0,1.5,0,1,-8.28666314324689,-8.28666314324689,7,1,0.4525,0.5,0.3609375
2,15,-10,2.5,25,0,2.5,1,0,-0.163691320715801,-0.163691320715801,7,1,1.4525,0.5,0.8609375
3,0,-55,-27.5,55,-30,2.5,1,0,-30.7157882265553,-0.715788226555343,7,1,1.4525,0.5,0.8609375
2,40,-31,4.5,71,0,4.5,0,1,-17.3421082205306,-17.3421082205306,7,1,3.4525,0.5,1.8609375
2,75,-83,-4,158,0,-4,0,1,-235.893959247884,-235.893959247884,7,1,-5.0475,0.5,-2.3890625
2,15,-15,0,30,0,0,0,1,-4.04884273387386,-4.04884273387386,7,1,-1.0475,0.5,-0.3890625
2,25,-28,-1.5,53,0,-1.5,0,1,-15.5267507684391,-15.5267507684391,7,1,-2.5475,0.5,-1.1390625
1,42,0,21,42,15,6,0,1,5.83961975908104,-9.16038024091896,7,1,4.9525,0.5,2.6109375
3,0,-36,-18,36,-20,2,1,0,-19.34268188858,0.657318111419986,7,1,0.9525,0.5,0.6109375
