CR,EV,sRPE,gamma,guilt,envy
1.47169062485642,-0.148372303601506,1.24759767026483,0.53718357107632,0.452485228973862,0.999999999994109
0.486508417720919,0.37292686018715,2.39006742570191,0.390491515205705,0.441830873868847,-0.999999999915976
-0.602259150573518,-0.38805959473372,1.01270355930459,0.110652077478794,0.852773086682797,-0.614274465457721
1.9016705106855,0.8406562377554,2.47690667029731,0.373219462895944,-0.21980821525824,0.183862990247967
0.132642998611009,0.355109093743177,-0.359696570747254,0.946124487301453,-0.00175617341504201,-0.165317031595994
1.20466901218509,0.541907930261775,1.15643350750324,0.972332726241844,0.063375151560505,0.99999978608722
1.20219254455097,0.128663069992046,-0.0834542619921717,0.0100000000248767,0.393832644646699,0.372004381247284
1.81087687286394,1.77098933244184,1.93756955992696,0.01000000003678,-0.999999999923049,0.900335229454554
2.12200267925544,1.44089227987993,3.22757082971188,0.292300957361391,-0.999999999992926,0.0900775182761157
1.46818461488535,1.31043951462327,2.58497557542032,0.651899515485456,-0.633096297637056,0.772246674456434
1.53297372442255,1.0272030891639,1.52616677982412,0.805542291705429,-0.3913779082122,0.635833362703549
1.39613450106084,0.6412004746212,2.44925598208131,0.188748283166071,-0.59285702166683,-0.317017566871452
2.96493307417334,0.36443054484847,3.06360398932384,0.190099958263726,-0.460165951216132,-0.999999977849725
1.02384012466389,1.16593136630712,2.72946809975969,0.44709083058228,-0.83800313319804,0.999999999916404
0.281870750236759,0.288106747868506,0.93257289898748,0.812171979057761,-0.186942837532256,-0.587188804465729
2.21485323691372,0.787651498011232,0.570546839644867,0.244698082373372,0.848843982509791,0.243781768469199
1.26085216139635,0.272598242383386,1.33708342893248,0.718065627795737,0.186317017957927,0.982447211297588
0.524207252100876,1.19318482475737,0.980622334924319,0.862181530029608,-0.999999999933569,-0.30414426060976
1.19186527259318,0.744724622877617,2.30993221679724,0.45543665761465,0.114234496363973,-0.999999999907784
-0.285575546349604,-0.414707096763287,0.720210801338662,0.971350102434153,0.130156696371291,0.999988951654368
4.99999999931727,1.24506216060081,0.443847438719759,0.0604501101924036,0.360115761445712,-0.94906077869937
1.15856806303284,0.437988462578853,1.52927539330062,0.788552379691673,0.243073540895251,-0.90382886128533
1.99365609866336,0.920685575189501,2.48946783302294,0.296494094696346,0.0485338962338696,-0.840619745424128
1.45694205825912,0.212081234610362,0.507344409942902,0.254873689251954,0.490701180383483,0.999972591479106
1.15691738298241,0.456899446916791,1.38910492412152,0.404582803950281,0.366206962098392,-0.999999999949768
1.02447196860569,-0.41250979531023,1.36390996712468,0.73419665063688,0.865561207782742,-0.538991967874117
0.911958988832568,-0.018884900064419,0.335600548453293,0.905166426321086,0.815282340779942,-0.0516240206531644
0.499777840164868,-0.176535433616464,0.874794300497009,0.836488490024599,0.282956766751236,0.263331485316674
2.06619136347879,1.43134563892734,2.54150128485711,0.55580796168043,-0.999999999939974,0.986119197933861
1.12162205660073,2.70518301079864,1.97936136958417,0.29582251924638,-0.828708184018259,0.792389489854041
0.286779397638533,0.819759605307541,0.479925329475617,0.432365238129808,-0.100201500024889,-0.999999999990708
4.13003250212335,1.12955755535709,1.90069644880302,0.0686807962907713,-0.856475369303722,0.999999998367055
0.062523266118851,1.41387259125797,2.05813038449031,0.379592256006024,-0.61093040394306,0.997391621036688
0.312062820172181,0.641427145439614,0.394816045871072,0.635801304786665,-0.486245238101501,-0.159123390967309
1.57374455512072,1.10614694176919,1.53499202341546,0.186770867822183,-0.518721578228617,-0.999999999979235
2.53568676216622,1.23959641216185,2.25061136664498,0.507911891169358,0.390898670705891,-0.207314551550236
0.945607138616529,1.0255402642286,1.02010804102785,0.914826385421191,-0.572760073038195,0.448938787506694
1.79817807357675,-0.389858402886248,2.2266476758764,0.0562918692478498,-0.0353786150085315,0.341346523457745
-0.626607770056506,1.31656940265777,0.786480026063521,0.0100000000520445,-0.425830281713726,-0.999999999988211
0.710065804917591,1.25618933451906,1.78371223220336,0.15760569361101,-0.573772044390407,0.848519363123361
