realHappiness,predictedHappiness,subjectNo
-0.838665719923912,-0.391251244674018,1
0.53663819377768,0.681777005342827,1
0.374837733342199,-0.600078779572938,1
-1.4049673314481,-0.210910508754078,1
1.50744095639057,0.809882011953513,1
-1.08136641057713,-0.407715806035705,1
0.53663819377768,-0.288173719438909,1
-0.191463878181986,0.179568153285018,1
0.374837733342199,-0.627978954682456,1
1.66924141682605,-0.78666357714056,1
-0.191463878181986,0.287028484137954,1
-0.191463878181986,0.244878369474078,1
-1.4049673314481,-0.563205940602205,1
-1.56676779188358,-0.759010430818018,1
-0.191463878181986,0.199474872732491,1
1.10293980530187,-0.0580468002211182,1
-0.191463878181986,0.227398070488732,1
-0.434164568835209,-0.214043256508394,1
-0.191463878181986,0.0819951113102201,1
-1.08136641057713,0.811319092629317,1
-1.4049673314481,-0.0610782420481426,1
-0.191463878181986,-0.229792042393152,1
-0.191463878181986,0.313838379071574,1
-0.191463878181986,-0.421920549773929,1
0.617538423995421,0.491493499593126,1
-0.757765489706172,-0.0626127485043799,1
-0.191463878181986,-0.164598444353948,1
1.83104187726153,0.341495016343113,1
1.58834118660831,0.749904269176932,1
1.75014164704379,0.697302840725512,1
-0.114562140219275,-0.0122032162608658,1
-1.86955662868476,0.254395697985808,1
-0.114562140219275,-0.100809465810459,1
-0.114562140219275,-0.189436101791704,1
-1.94268139903749,-0.59707265555548,1
-0.114562140219275,0.0573076207790505,1
-0.114562140219275,-0.132860770798316,1
-0.114562140219275,0.0215579633446538,1
1.64043234824621,-0.351774117191386,1
1.64043234824621,0.385150292759,1
-0.407061221630188,1.05166204848072,1
0.177936941191639,1.00346924034423,1
-0.114562140219275,-0.000332785371829161,1
-1.50393277692112,-0.344787909926684,1
-0.114562140219275,-0.18606460398814,1
-1.2114336955102,0.243630442499565,1
0.982309415071652,0.650883154445519,1
-0.114562140219275,0.342534380736106,1
1.20168372612984,1.0464637406621,1
-0.114562140219275,-0.104170638215939,1
-0.114562140219275,0.110602583957201,1
-1.79643185833203,-0.847740032101142,1
-0.114562140219275,-0.160782381949522,1
-0.114562140219275,-0.368919288505287,1
0.909184644718924,-0.408435881081862,1
-0.114562140219275,-0.248926241142198,1
1.64043234824621,-0.446205910092521,1
-0.114562140219275,-0.0858009328825493,1
1.64043234824621,0.654747373088777,1
0.61668556330801,-0.237721687390272,1
-0.972990302716449,-0.355785658429259,1
0.523917855308858,0.0208459166518542,1
-1.16010382246961,-0.866376216329143,1
0.523917855308858,0.137356011718539,1
-1.34721734222278,-0.283794695080054,1
2.20793953308733,0.930598377750755,1
0.523917855308858,-0.0317083353513107,1
0.523917855308858,-0.0971147236547312,1
-1.06654706259303,-0.176748909567557,1
-1.81500114160568,-0.705258994406195,1
0.523917855308858,0.215339286165723,1
0.523917855308858,0.559658585807864,1
0.523917855308858,-0.105342752791779,1
0.523917855308858,0.104942512633221,1
0.523917855308858,0.210468883810774,1
0.523917855308858,0.152758336326938,1
0.523917855308858,0.164427641233302,1
-1.34721734222278,-0.70095003998083,1
-1.7214443817291,-0.356715315221569,1
0.523917855308858,0.141020020018681,1
0.523917855308858,-0.35959378246576,1
0.523917855308858,0.566965851628935,1
-1.7214443817291,-0.651500503379526,1
0.523917855308858,-0.346354556864272,1
0.523917855308858,-0.596911704807052,1
0.523917855308858,0.45742616772664,1
-1.53433086197594,-0.923051689484684,1
0.523917855308858,-0.257980429399641,1
0.523917855308858,-0.0044262864214296,1
0.523917855308858,-0.00537578049150211,1
-0.436127035450557,-0.650230740664463,2
0.275917104060557,1.7427169235319,2
-0.970160140083893,-1.3189706416066,2
0.453928138938336,0.37835378402847,2
-0.0801049656950002,0.168283536467644,2
0.987961243571671,0.632715318359553,2
-0.970160140083893,-0.422018532059507,2
1.16597227844945,0.788500375432632,2
-0.0801049656950002,-0.311297715841159,2
-1.86021531447279,-0.413361907239062,2
-2.21623738422834,-0.718710899119767,2
-0.614138070328336,-0.10325171989506,2
0.275917104060557,0.233549963018823,2
1.16597227844945,0.606816556595688,2
0.275917104060557,0.24682205378671,2
1.52199434820501,0.795332003494739,2
1.78901090052167,0.638469251784621,2
0.453928138938336,0.404452166012803,2
0.987961243571671,0.530202442690423,2
0.275917104060557,-0.397031261092881,2
-0.970160140083893,-0.6581180647309,2
-1.32618220983945,-0.895400544634578,2
0.453928138938336,0.527270230851814,2
-0.436127035450557,-0.185274373648584,2
0.275917104060557,-0.0170745434066936,2
-1.86021531447279,-1.91354022571646,2
0.275917104060557,-0.326338787184612,2
0.275917104060557,0.658317903414328,2
0.631939173816114,0.267514756703175,2
0.275917104060557,0.841929595402156,2
0.694591525434128,1.36558752945784,2
0.851857531192798,-0.386793314124804,2
0.851857531192798,-0.36963139423047,2
0.694591525434128,0.33843369218499,2
-0.0917385033592245,-0.740698564168127,2
-1.03533453791125,-1.47536754817113,2
-1.03533453791125,-0.87655207665984,2
-1.8216645667046,-1.86978100299067,2
-1.03533453791125,-0.671064213834246,2
-0.406270514876565,0.0911493020811159,2
-1.42849955230792,-0.326472666306179,2
0.380059513916787,0.501289962868915,2
-2.05756357534261,-0.99135078866857,2
-1.19260054366992,-0.736214126873254,2
0.694591525434128,-0.812309822167471,2
