CR,EV,sRPE,gamma,social_pRPE
-1.04873387194272,-0.97480975222831,2.46263082296292,0.446658443849195,0.301212724230299
0.332543779511521,-0.515722058474961,1.59105940730694,0.153283629774014,0.999999999965111
1.45280119061976,0.667881657895899,1.7791597174924,0.470219426074243,0.630927465770626
2.20967297363532,1.09151568804912,0.963385441384296,0.232525869358653,0.552302193140894
2.51708436831357,1.1776224013088,1.79776571003239,0.844456861498024,-0.348717694376556
0.750565738251912,0.225849221870857,-0.111269643466256,0.808510377755168,0.999999999996542
2.20413121687109,1.2776662322874,1.39557134324167,0.566961431762944,0.110287400551953
2.03978203366248,0.511583711438188,2.80500236884173,0.200089883909086,0.999999999959305
1.61656114108009,0.931267270018606,1.93628609070587,0.450040600155413,-0.384628420907481
1.14062442888408,1.08954796778597,0.511062264755017,0.0100000000082848,0.999999999984093
1.9227881850261,0.941425570978315,2.92646748049169,0.305780255429172,-0.999999999980307
2.2026888778878,1.16575577559706,1.26121970894796,0.0100000000003726,0.829492779315798
2.90917131504695,1.7747707721302,1.69603896426202,0.282595876260605,0.661263714868412
2.84440516490387,0.565127296224375,2.07762883470826,0.234377527118677,0.365146207176845
-0.075061805265861,0.0731975408677777,-0.623393151695248,0.573775769450021,0.554409514787731
1.26195916015606,1.30020539627815,0.872864826071181,0.882896855978762,-0.821705227149003
0.60956361774971,0.294283201550796,0.81411663565188,0.952185315925144,-0.74679832011737
2.18790355400696,0.675073280503632,1.14150475471741,0.566992411015992,0.575119274190376
2.49613234486252,0.655590635042894,0.322153799797111,0.340658962993983,0.999999999990949
1.30866638277487,0.856099577773775,2.71963812796906,0.246608559344321,0.843094627994246
1.86140759322551,1.16464449548325,3.15592869410993,0.181803654241564,0.824254737122698
2.12664385528534,0.0715622155302095,0.598103132885653,0.907794865550173,-0.914972038381586
1.94880923488989,0.755142093698976,2.27165866508354,0.421103512418921,-0.111694976298598
2.6585953496973,1.25795620576259,0.916382708091441,0.394463523654145,0.244705613018189
-0.220126710217983,0.930765519410522,2.42267176132559,0.0662331157721069,-0.999999999985309
1.58031237481854,0.393871578039684,0.195342845931802,0.985354733623059,-0.124201062954789
1.12348160575021,-0.160833582190707,1.15901628020407,0.682828979830878,0.999999999979845
0.983711986683679,-1.35341992508872,1.68615812888038,0.351720985965864,0.999999999983835
0.0489388125862846,-0.156568401765648,1.92030491900131,0.199234598985209,0.999999999940271
0.299815008822407,0.364225595708728,1.71940608097866,0.381515469245276,0.979804231454844
1.20626165675145,1.0829699827008,2.14362468293098,0.729359674225618,-0.676331774468843
1.81438892190355,1.15104588884059,1.64687845910887,0.625581165531961,0.561733690077042
2.1318759973539,1.99262007347924,1.762471865948,0.245123247577904,-0.329827171102159
1.09761984642321,0.920721351806212,1.58474372930574,0.0100000263441939,0.833272441174882
-0.296787000221341,-0.497459517619907,1.4110926766219,0.856428456316733,0.999999999995516
0.677816363549259,1.16282865954634,2.09792423059367,0.590413587216628,0.999999999958902
0.686671380249142,0.051943074634849,2.36220783682644,0.584963743479101,-0.278213602113674
2.77041305546251,0.555070236891273,1.97548408517219,0.370655333649474,0.99999999942049
-0.878301964174465,-0.54038168625278,-0.182676076377242,0.96083215020745,-0.0485849783321844
1.20151465228301,1.39959922261502,3.29377838827394,0.33712360862546,0.101352537102003
1.04705171701918,-0.578912030540209,-0.438497949012067,0.579655727886539,0.994957021561828
3.04777181438658,1.08511392410269,1.74262320215783,0.359819328319217,0.0382836011754239
1.29164434865389,1.8521554980246,3.6948720011195,0.230866650070024,0.480972159858202
0.670993029881897,1.52624889117899,0.449920544911656,0.119779060174696,0.556578467827603
1.59275061008266,0.277726042367204,1.2049152969909,0.654711279031863,-0.229782503062966
2.96172144159043,1.12602772414585,1.96468345683211,0.263867654968293,0.999999319543328
1.97731666521902,0.355736191288685,2.61405589707569,0.528481114565716,0.649439675362387
0.591298108846455,1.50826144508956,1.05975415879945,0.553038761425707,0.999999999985028
